Province,District,LocalMunicipality,Name,Longitude,Latitude,ContactPerson,Address,OrgUnitType
Mpumalanga,mp Gert Sibande District Municipality,mp Mkhondo Local Municipality,mp Amsterdam CHC,30.6619,-26.6231,,"Cnr Forbes and President Street, Amsterdam",Community Health Centre
Mpumalanga,mp Gert Sibande District Municipality,mp Mkhondo Local Municipality,mp Driefontein New Stands CHC,30.4162,-26.9982,,"New Stands, Driefontein",Community Health Centre
Mpumalanga,mp Gert Sibande District Municipality,mp Mkhondo Local Municipality,mp Iswepe CHC,30.52752,-26.8456,,Kwakhetha,Community Health Centre
Mpumalanga,mp Gert Sibande District Municipality,mp Mkhondo Local Municipality,mp KwaNgema CHC,30.6102,-27.0522,,,Community Health Centre
Mpumalanga,mp Gert Sibande District Municipality,mp Msukaligwa Local Municipality,mp Sheepmoor CHC,30.29435,-26.7151,,"244 Kerk Street, Sheepmoor",Community Health Centre
Mpumalanga,mp Gert Sibande District Municipality,mp Msukaligwa Local Municipality,mp Warburton CHC,30.228,-26.1302,,64 Cloete Street,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,mp Allemansdrift C CHC,28.9051,-25.1158,,"837-38, Allemansdrift",Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,mp Diphalane (Pankop) CHC,28.41661,-25.1676,,515 Mocha,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,mp Greenside CHC,28.729622,-25.0033,,,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,mp Lefiso CHC,28.8506,-24.9617,,1691A Letsoalo Section,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,mp Marapyane CHC,28.7965,-25.0051,,"2176 Rasebidi Section, Siyabuswa",Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,mp Mmametlhake CHC,28.5231,-25.1061,,"86b Napiri Section, Mmametlhake",Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,mp Nokaneng CHC,28.6429,-25.0741,,"690 Lengelengele, Nokaneng",Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,mp Seabe CHC,28.69581,-25.0153,,"1550 Mosate Section, Seabe",Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,mp Siyabuswa CHC,29.061,-25.1202,,"2404 Khonzimfundo Street, Siyabuswa",Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,mp Waterval CHC,29.0019,-25.1794,,"Stand 7003, Waterval B",Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Emalahleni Local Municipality,mp Empumelelweni CHC,29.06799,-25.8427,,,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Emalahleni Local Municipality,mp Klarinet CHC,29.204419,-25.8344,,,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Emalahleni Local Municipality,mp Kwa Guqa Extension 10 CHC,29.10585,-25.8545,,,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Emalahleni Local Municipality,mp Phola CHC,29.0354,-26.0081,,695 Ntuli Street,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Emalahleni Local Municipality,mp Siphosesimbi CHC,29.1242,-25.8616,,Chief Mashego,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Emalahleni Local Municipality,mp Thubelihle CHC,29.284691,-26.1662,,"Bethal Road, R547",Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Thembisile Hani Local Municipality,mp Kwaggafontein C CHC,28.9601,-25.294,,"Police Road, Kwaggafontein",Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Thembisile Hani Local Municipality,mp KwaMhlanga CHC,28.7131,-25.4364,,494 Ba Kwamhlanga,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Thembisile Hani Local Municipality,mp Moloto CHC,28.6403,-25.4584,,"253 Block 14, Moloto",Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Thembisile Hani Local Municipality,mp Thembalethu CHC,28.77917,-25.4066,,396 Thembalethu,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Thembisile Hani Local Municipality,mp Tweefontein G CHC,28.848743,-25.3882,,,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Thembisile Hani Local Municipality,mp Verena CHC,29.01601,-25.4816,,Next to Tar Road,Community Health Centre
Mpumalanga,mp Nkangala District Municipality,mp Thembisile Hani Local Municipality,mp Vlaklaagte 2 CHC,28.8604,-25.3741,,"Stand 281, Vlaklaagte 2",Community Health Centre
Northern Cape,nc Frances Baard District Municipality,nc Magareng Local Municipality,nc Warrenton CHC,24.85925,-28.107,,Hospital Street,Community Health Centre
Northern Cape,nc Frances Baard District Municipality,nc Phokwane Local Municipality,nc Jan Kempdorp CHC,24.83468,-27.9221,,1 Andalusia Street,Community Health Centre
Northern Cape,nc Frances Baard District Municipality,nc Phokwane Local Municipality,nc Pampierstad CHC,24.68882,-27.7795,,3138 Pampierstad,Community Health Centre
Northern Cape,nc Frances Baard District Municipality,nc Sol Plaatje Local Municipality,nc Galeshewe Day Hospital,24.74632,-28.7283,,Tyson Road,Community Health Centre
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Gamagara Local Municipality,nc Olifantshoek CHC,22.73585,-27.9382,,9 Korrannaberg Road,Community Health Centre
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Ga-Segonyana Local Municipality,nc Kagiso CHC,23.49204,-27.405,,,Community Health Centre
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,nc Cassels CHC,23.99163,-26.9658,,Cassel Chc,Community Health Centre
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,nc Kamden CHC,23.88987,-27.3592,,Main Road,Community Health Centre
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Joe Morolong Local Municipality,nc Loopeng CHC,23.35159,-26.796,,Slough Village,Community Health Centre
Northern Cape,nc Namakwa District Municipality,nc Hantam Local Municipality,nc Brandvlei CHC,20.48118,-30.462,,Buitekant,Community Health Centre
Northern Cape,nc Namakwa District Municipality,nc Hantam Local Municipality,nc Loeriesfontein CHC,19.44393,-30.964,,Hospital Street,Community Health Centre
Northern Cape,nc Namakwa District Municipality,nc Kamiesberg Local Municipality,nc Joe Slovo CHC,17.98933,-30.5658,,,Community Health Centre
Northern Cape,nc Namakwa District Municipality,nc Karoo Hoogland Local Municipality,nc Fraserburg CHC,21.50367,-31.9171,,Voortrekker Street,Community Health Centre
Northern Cape,nc Namakwa District Municipality,nc Karoo Hoogland Local Municipality,nc Sutherland CHC,20.66557,-32.3987,,Theron Street,Community Health Centre
Northern Cape,nc Namakwa District Municipality,nc Karoo Hoogland Local Municipality,nc Williston CHC,20.91501,-31.3353,,Nuwe Street,Community Health Centre
Northern Cape,nc Namakwa District Municipality,nc Kh������i-Ma Local Municipality,nc Pofadder CHC,19.3983,-29.1339,,,Community Health Centre
Northern Cape,nc Namakwa District Municipality,nc Nama Khoi Local Municipality,nc Nababeep CHC,17.78176,-29.5927,,Hill Street,Community Health Centre
Northern Cape,nc Namakwa District Municipality,nc Richtersveld Local Municipality,nc Alexander Bay CHC,16.48391,-28.6123,,1 Hospital Street,Community Health Centre
Northern Cape,nc Namakwa District Municipality,nc Richtersveld Local Municipality,nc Port Nolloth CHC,16.87164,-29.2507,,Soutpan Road,Community Health Centre
Northern Cape,nc Pixley ka Seme District Municipality,nc Kareeberg Local Municipality,nc Carnarvon CHC,22.12632,-30.9638,,Hospital Avenue,Community Health Centre
Northern Cape,nc Pixley ka Seme District Municipality,nc Kareeberg Local Municipality,nc Vosburg CHC,22.87812,-30.5762,,Maeder Street,Community Health Centre
Northern Cape,nc Pixley ka Seme District Municipality,nc Siyancuma Local Municipality,nc Douglas (Hester Malan) CHC,23.76818,-29.0599,,Bowker Street,Community Health Centre
Northern Cape,nc Pixley ka Seme District Municipality,nc Siyancuma Local Municipality,nc Griekwastad (Helpmekaar) CHC,23.25339,-28.8433,,1 Moffat Street,Community Health Centre
Northern Cape,nc Pixley ka Seme District Municipality,nc Thembelihle Local Municipality,nc Hopetown (Wege) CHC,24.08883,-29.6275,,"Cross Street, Hopetown",Community Health Centre
Northern Cape,nc Pixley ka Seme District Municipality,nc Ubuntu Local Municipality,nc Richmond CHC,23.95027,-31.4096,,Spring Steet,Community Health Centre
Northern Cape,nc Pixley ka Seme District Municipality,nc Ubuntu Local Municipality,nc Victoria West (BJ Kempengedenk) CHC,23.1177,-31.406,,Voortrekker Road,Community Health Centre
Northern Cape,nc Pixley ka Seme District Municipality,nc Umsobomvu Local Municipality,nc Noupoort (Fritz Visser) CHC,24.95546,-31.1752,,Pienaar Street,Community Health Centre
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Dawid Kruiper Local Municipality,nc Askham CHC,20.78209,-26.9812,,Main Road,Community Health Centre
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Dawid Kruiper Local Municipality,nc Rietfontein CHC,20.02947,-26.7368,,H/V Daanswanepoel Road and Henry Pabs Road 113,Community Health Centre
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Kai !Garib Local Municipality,nc Keimoes CHC,20.95593,-28.7054,,Main Street,Community Health Centre
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Kai !Garib Local Municipality,nc Kenhardt CHC,21.15863,-29.3537,,Booysen Street,Community Health Centre
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Kgatelopele Local Municipality,nc Danielskuil CHC,23.54742,-28.1824,,"Clinic Street, Danielskuil, 8405",Community Health Centre
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc !Kheis Local Municipality,nc Groblershoop CHC,21.9813,-28.895,,"212 Maritz Street, Groblershoop",Community Health Centre
North West,nw Bojanala Platinum District Municipality,nw Kgetlengrivier Local Municipality,nw Swartruggens CHC,26.68472,-25.6332,,,Community Health Centre
North West,nw Bojanala Platinum District Municipality,nw Madibeng Local Municipality,nw Bapong CHC,27.67753,-25.7018,,Bapong Skool Plaas,Community Health Centre
North West,nw Bojanala Platinum District Municipality,nw Madibeng Local Municipality,nw Letlhabile CHC,27.84292,-25.4866,,1069 Block A,Community Health Centre
North West,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,nw Mabeskraal CHC,26.78413,-25.1952,,Stand 70543,Community Health Centre
North West,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,nw Mogwase CHC,27.2249,-25.2748,,321 Kagiso Drive,Community Health Centre
North West,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,nw Pella CHC,26.48217,-25.467,,2138 B Morare High School Road,Community Health Centre
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,nw Bafokeng CHC,27.1559,-25.5594,,"Phokeng Village, next To Royal Palace",Community Health Centre
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,nw Boitekong CHC,27.17136,-25.3591,,"Stand 15975, Extension 13",Community Health Centre
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,nw Tlhabane CHC,27.2165,-25.6383,,"3560 Monareng Street, Tlhabane",Community Health Centre
North West,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,nw Botshabelo CHC,26.84681,-26.854,,5707 Lekoma Street,Community Health Centre
North West,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,nw Grace Mokgomo CHC,26.63554,-26.9558,,Katleho and Khumalo Cnr Street,Community Health Centre
North West,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,nw Jouberton CHC,26.60689,-26.8953,,"20327 Kopanong Road, Jouberton, Klerksdorp, 2574",Community Health Centre
North West,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,nw Tigane CHC,26.42192,-26.7353,,204 Motlumi Tigane,Community Health Centre
North West,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,nw Boiki Thlapi CHC,27.05658,-26.7178,,144453 Rata Steet,Community Health Centre
North West,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,nw JB Marks CHC,26.81204,-26.3201,,3252 Phujwa-Ditswaba Street,Community Health Centre
North West,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,nw Promosa CHC,27.03132,-26.7015,,"121 Daisy Street, Kleurport Street",Community Health Centre
North West,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,nw Ventersdorp CHC,26.8185,-26.3101,,"19 Grens Street, Ventersdorp",Community Health Centre
North West,nw Dr Kenneth Kaunda District Municipality,nw Maquassi Hills Local Municipality,nw Leeudoringstad CHC,26.23733,-27.235,,"63 Smuts Street, Leeudoringstad, 2640",Community Health Centre
North West,nw Dr Kenneth Kaunda District Municipality,nw Maquassi Hills Local Municipality,nw Tswelelang 2 CHC,25.97542,-27.2217,,"1365 Tambo, Twelelang",Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Greater Taung Local Municipality,nw Manthe CHC,24.88505,-27.5459,,Near to Bagamaidi Tribal Authority,Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Greater Taung Local Municipality,nw Pudumoe CHC,24.72139,-27.4094,,"305 Nkosi Street, Pudumong",Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Greater Taung Local Municipality,nw Reivilo CHC,24.17765,-27.5677,,"1 Gereef Street, Reivilo",Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Kagisano-Molopo Local Municipality,nw Bray CHC,23.70344,-25.4643,,Paddon Road,Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Kagisano-Molopo Local Municipality,nw Ganyesa CHC,24.17611,-26.5873,,Chief Block Section,Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Kagisano-Molopo Local Municipality,nw Morokweng CHC,23.77424,-26.127,,,Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Kagisano-Molopo Local Municipality,nw Piet Plessis CHC,24.4087,-26.16,,Pelser Street,Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Kagisano-Molopo Local Municipality,nw Tlakgameng CHC,24.34352,-26.4682,,"Tlakgameng Village, Ganyesa, Kagisano Rural, 8613",Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Lekwa-Teemane Local Municipality,nw Bloemhof CHC,25.60798,-27.6467,,26 Tullekin Street,Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Mamusa Local Municipality,nw Mamusa CHC,25.1822,-27.149,,Kgaka Steet,Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Naledi Local Municipality,nw Huhudi CHC,24.73979,-26.974,,"2659 Mosiapoa Street, Huhudi",Community Health Centre
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Naledi Local Municipality,nw Stella CHC,24.85982,-26.5477,,Stella Street,Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Ditsobotla Local Municipality,nw Coligny CHC,26.32486,-26.3304,,"14 Eeufees Street, Coligny",Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Ditsobotla Local Municipality,nw Itsoseng CHC,25.88446,-26.0822,,,Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Mahikeng Local Municipality,nw Lekoko CHC,25.50319,-25.9297,,Lekoko Village Near Lekoko Primary School,Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Mahikeng Local Municipality,nw Montshioa Stadt CHC,25.63436,-25.871,,Next to Barolong Booratshidi Hall,Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Mahikeng Local Municipality,nw Ramatlabama CHC,25.61641,-25.7029,,,Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Mahikeng Local Municipality,nw Unit 9 CHC,25.59008,-25.8451,,"3087 Joe Slovos, Mmabatho",Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Ramotshere Moiloa Local Municipality,nw Borakalalo CHC,25.91586,-25.2826,,,Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Ramotshere Moiloa Local Municipality,nw Dinokana CHC,25.86468,-25.4441,,"Lobatse Road, Dinokana Village",Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Ramotshere Moiloa Local Municipality,nw Moshana CHC,25.89063,-24.9757,,"Moshane Village, Kgosine Section",Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Ramotshere Moiloa Local Municipality,nw Tswelelopele CHC,26.09736,-25.5584,,"988 Merements Street, Ikageng Loc 25t",Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Ratlou Local Municipality,nw Makgobistadt CHC,25.09833,-25.7475,,,Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Ratlou Local Municipality,nw Ratlou CHC,25.1224,-26.2626,,,Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Tswaing Local Municipality,nw Atamelang CHC,25.36892,-26.5031,,"1st Avenue, Atamelang",Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Tswaing Local Municipality,nw Delareyville CHC,25.46569,-26.6869,,Noi Soet Doringlaan,Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Tswaing Local Municipality,nw Ottosdal CHC,26.00926,-26.8134,,"32 Noux Street, Ottosdal",Community Health Centre
North West,nw Ngaka Modiri Molema District Municipality,nw Tswaing Local Municipality,nw Sannieshof CHC,25.80333,-26.523,,45 Boven,Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Eastern Health sub-District,wc Boland Bank CHC,18.83009,-34.1171,,,Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Northern Health sub-District,wc Kraaifontein CHC,18.72149,-33.8529,,"203 6th Avenue, Kraaifontein",Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Southern Health sub-District,wc Retreat CHC,18.48041,-34.0577,,136 11th Avenue,Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,wc Du Noon CHC,18.529724,-33.8271,,,Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,wc Langa CHC,18.52588,-33.9441,,,Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,wc Vanguard CHC,18.543569,-33.9477,,"Cnr Citrus Road, Candlewood",Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Khayelitsha Health sub-District,wc Khayelitsha (Site B) CHC,18.66539,-34.0287,,"Lwandle Road, Khayelitsha, Cape Town, 7784",Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Klipfontein Health sub-District,wc Guguletu CHC,18.57238,-33.9891,,"Cnr Steve Biko and Bishops Court Street, Guguletu, Cape Town, 7750",Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Klipfontein Health sub-District,wc Hanover Park CHC,18.52644,-33.9946,,Cnr Hanlyn Walk and Hanover Park Avenue,Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Mitchells Plain Health sub-District,wc Mitchells Plain CHC,18.62222,-34.0466,,"First Avenue, Beacon Valley, Cape Town, 7785",Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Tygerberg Health sub-District,wc Delft CHC,18.64577,-33.9642,,Main Road,Community Health Centre
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Tygerberg Health sub-District,wc Elsies River CHC,18.57709,-33.9316,,,Community Health Centre
Western Cape,wc Overberg District Municipality,wc Theewaterskloof Local Municipality,wc Grabouw CHC,19.01051,-34.1531,,Ou Kaapse Road Grabouw,Community Health Centre
