Name,Long,Lat,Category,Province
NHN Icare Amanzimtoti Med Centre,30.914036,-30.0186,Private Hospital,KwaZuluNatal
NHN Lenmed eThekwini Heart Hosp,30.995682,-29.7774,Private Hospital,KwaZuluNatal
NHN Lenmed Shifa Hosp,30.984954,-29.8308,Private Hospital,KwaZuluNatal
NHN M-Care Umhlanga Hosp,31.069036,-29.7276,Private Hospital,KwaZuluNatal
Saiccor Hosp,30.79335,-30.2011,Private Hospital,KwaZuluNatal
Westridge Day Surg Centre,30.985809,-29.850821,Private Hospital,KwaZuluNatal
NHN Riverview Clinic Hosp,29.497375,-29.7946,Private Hospital,KwaZuluNatal
Netcare Kokstad Prv Hosp,29.424315,-30.5521,Private Hospital,KwaZuluNatal
KwaDukuza Private Hosp,31.275556,-29.3468,Private Hospital,KwaZuluNatal
Netcare Alberlito Hosp,31.201856,-29.5304,Private Hospital,KwaZuluNatal
JMH Richards Bay Med Institute,32.053203,-28.748916,Private Hospital,KwaZuluNatal
Life Empangeni Prv Hosp,31.893714,-28.7363,Private Hospital,KwaZuluNatal
Melomed Rich Bay Hosp,31.932124,-28.7698,Private Hospital,KwaZuluNatal
Netcare The Bay Hosp,32.052822,-28.7495,Private Hospital,KwaZuluNatal
Richards Bay Med Institute Day Hosp,32.053299,-28.74901,Private Hospital,KwaZuluNatal
Hibiscus Day Surgical Hosp,30.451536,-30.7416,Private Hospital,KwaZuluNatal
Netcare Margate Hosp,30.358177,-30.8617,Private Hospital,KwaZuluNatal
NHN Hibiscus Hosp,30.451701,-30.7415,Private Hospital,KwaZuluNatal
NHN Shelly Beach Day Hosp,30.404661,-30.8017,Private Hospital,KwaZuluNatal
Shelly Beach Priv Hosp,30.403837,-30.801178,Private Hospital,KwaZuluNatal
Shelly Beach Sub-Acute Hosp,30.403827,-30.801289,Private Hospital,KwaZuluNatal
Akeso PMB Hosp,30.410599,-29.6046,Private Hospital,KwaZuluNatal
Eden Gardens Priv Hospital,30.358003,-29.641302,Private Hospital,KwaZuluNatal
Mediclinic Pmb Hosp,30.388683,-29.6086,Private Hospital,KwaZuluNatal
Mildlands Med Centre,30.391894,-29.592706,Private Hospital,KwaZuluNatal
Netcare St Anne's Hosp,30.384357,-29.6017,Private Hospital,KwaZuluNatal
NHN Daymed Priv Hosp,30.407526,-29.5626,Private Hospital,KwaZuluNatal
PMB Eye Hosp,30.389616,-29.612982,Private Hospital,KwaZuluNatal
Rainbow Hosp,30.998263,-29.834556,Private Hospital,KwaZuluNatal
Royal Rehab Hosp,30.38406,-29.603194,Private Hospital,KwaZuluNatal
St Mary's Prv Hosp,30.825849,-29.847663,Private Hospital,KwaZuluNatal
Wembley House Hosp,30.367027,-29.592498,Private Hospital,KwaZuluNatal
Life Hilton Prv Hosp,30.299325,-29.5395,Private Hospital,KwaZuluNatal
Mediclinic Howick Hosp,30.218672,-29.477,Private Hospital,KwaZuluNatal
NHN Oatlands Care Med Centre,30.217638,-29.4784,Private Hospital,KwaZuluNatal
Oatlands Care Centre,30.477968,-29.477968,Private Hospital,KwaZuluNatal
Talana Step Down Hosp,30.280919,-27.964849,Private Hospital,KwaZuluNatal
Greytown Priv HospGreytown Priv Hosp,30.60663,-29.0607,Private Hospital,KwaZuluNatal
Essen Med Centre,29.768812,-28.557,Private Hospital,KwaZuluNatal
Ladysmith Sub-Acute Hosp,29.768233,-28.556988,Private Hospital,KwaZuluNatal
NHN Lenmed La Verna Hosp,29.779646,-28.5554,Private Hospital,KwaZuluNatal
AbaQulusi Priv Hosp,30.775736,-27.7717,Private Hospital,KwaZuluNatal
Longridge Colliery Mine Hosp,30.60844,-27.4872,Private Hospital,KwaZuluNatal
NHN Nongoma Private Hosp,31.648265,-27.9298,Private Hospital,KwaZuluNatal
NHN Pongola Hosp,31.619102,-27.3771,Private Hospital,KwaZuluNatal
Niemeyer Mem Hosp,30.0712,-27.6519,Public Hospital,KwaZuluNatal
McCords Hosp,30.996943,-29.8382,Public Hospital,KwaZuluNatal
Osindisweni Hosp,30.983202,-29.6082,Public Hospital,KwaZuluNatal
St Mary's Hosp (Mar),30.826015,-29.8469,Public Hospital,KwaZuluNatal
Wentworth Hosp,30.989162,-29.9329,Public Hospital,KwaZuluNatal
St Apollinaris Hosp,29.72575,-30.0165,Public Hospital,KwaZuluNatal
EG Usher Mem Hosp,29.415438,-30.5458,Public Hospital,KwaZuluNatal
Christ the King Hosp,30.077931,-30.1627,Public Hospital,KwaZuluNatal
Rietvlei Hosp,29.82481,-30.4878,Public Hospital,KwaZuluNatal
Umphumulo Hosp,31.04259,-29.1425,Public Hospital,KwaZuluNatal
Untunjambili Hosp,30.94846,-28.942,Public Hospital,KwaZuluNatal
Montebello Hosp,30.807162,-29.4394,Public Hospital,KwaZuluNatal
KwaMagwaza Hosp,31.34105,-28.6293,Public Hospital,KwaZuluNatal
Ekhombe Hosp,30.893212,-28.6413,Public Hospital,KwaZuluNatal
Nkandla Hosp,31.086834,-28.6245,Public Hospital,KwaZuluNatal
C Booth Hosp,31.474714,-28.9976,Public Hospital,KwaZuluNatal
Eshowe Hosp,31.466456,-28.891,Public Hospital,KwaZuluNatal
Mbongolwane Hosp,31.195414,-28.9354,Public Hospital,KwaZuluNatal
Murchison Hosp,30.344023,-30.728,Public Hospital,KwaZuluNatal
GJ Crooke's Hosp,30.74487,-30.2882,Public Hospital,KwaZuluNatal
St Andrew's Hosp,29.889283,-30.5755,Public Hospital,KwaZuluNatal
Northdale Hosp,30.402653,-29.5756,Public Hospital,KwaZuluNatal
Appelsbosch Hosp,30.842696,-29.3898,Public Hospital,KwaZuluNatal
Hlabisa Hosp,31.880697,-28.1455,Public Hospital,KwaZuluNatal
Bethesda Hosp,32.082098,-27.5741,Public Hospital,KwaZuluNatal
Mosvold Hosp,32.004746,-27.1383,Public Hospital,KwaZuluNatal
Manguzi Hosp,32.756375,-26.984,Public Hospital,KwaZuluNatal
Mseleni Hosp,32.556644,-27.3256,Public Hospital,KwaZuluNatal
Dundee Hosp,30.22974,-28.1729,Public Hospital,KwaZuluNatal
Church of Scotland Hosp,30.450917,-28.7476,Public Hospital,KwaZuluNatal
C Johnson Mem Hosp,30.672921,-28.2119,Public Hospital,KwaZuluNatal
Greytown Hosp,30.600049,-29.0657,Public Hospital,KwaZuluNatal
Estcourt Hosp,29.893932,-29.0205,Public Hospital,KwaZuluNatal
Emmaus Hosp,29.381335,-28.8524,Public Hospital,KwaZuluNatal
Vryheid Hosp,30.797088,-27.7583,Public Hospital,KwaZuluNatal
Benedictine Hosp,31.639325,-27.891,Public Hospital,KwaZuluNatal
Ceza Hosp,31.377188,-27.996,Public Hospital,KwaZuluNatal
Nkonjeni Hosp,31.41477,-28.2266,Public Hospital,KwaZuluNatal
Itshelejuba Hosp,31.347971,-27.2774,Public Hospital,KwaZuluNatal
IALCH Central Hosp,30.958756,-29.8739,Public Hospital,KwaZuluNatal
King Edward VIII Hosp,30.989507,-29.8822,Public Hospital,KwaZuluNatal
Ngwelezana Hosp,31.864116,-28.7795,Public Hospital,KwaZuluNatal
Grey's Hosp,30.363784,-29.5796,Public Hospital,KwaZuluNatal
C James TB Hosp,30.885394,-30.017,Public Hospital,KwaZuluNatal
Don McKenzie TB Hosp,30.739534,-29.7382,Public Hospital,KwaZuluNatal
FOSA TB Hosp,30.968573,-29.7859,Public Hospital,KwaZuluNatal
St Margaret's TB MDR Hosp,29.93276,-30.2692,Public Hospital,KwaZuluNatal
D Farrell TB Hosp,30.512498,-30.5357,Public Hospital,KwaZuluNatal
Doris Goodwin TB Hosp,30.336538,-29.6488,Public Hospital,KwaZuluNatal
Richmond Chest Hosp,30.275817,-29.8645,Public Hospital,KwaZuluNatal
Greytown TB Hosp,30.600049,-29.0657,Public Hospital,KwaZuluNatal
Mountain View Hosp,31.425381,-27.7813,Public Hospital,KwaZuluNatal
Siloah Lutheran Hosp,31.510095,-27.7402,Public Hospital,KwaZuluNatal
Thulasizwe Hosp,31.367857,-27.9526,Public Hospital,KwaZuluNatal
Ekuhlengeni Hosp,30.902844,-30.0071,Public Hospital,KwaZuluNatal
Umzimkhulu Hosp,29.92602,-30.2553,Public Hospital,KwaZuluNatal
Fort Napier Hosp,30.368942,-29.6138,Public Hospital,KwaZuluNatal
Townhill Hosp,30.366437,-29.5874,Public Hospital,KwaZuluNatal
Umgeni Waterfall Hosp,30.232779,-29.5008,Public Hospital,KwaZuluNatal
St Francis Hosp,31.476734,-28.2246,Public Hospital,KwaZuluNatal
Clairwood Hosp,30.956778,-29.9357,Public Hospital,KwaZuluNatal
Hillcrest Hosp,30.761508,-29.7894,Public Hospital,KwaZuluNatal
KwaZulu-Natal Child Hosp,31.042836,-29.8666,Public Hospital,KwaZuluNatal
Oral and Dental Institute,30.98431,-29.8261,Public Hospital,KwaZuluNatal
Amatikulu Chronic Home Hosp,31.56957,-29.125,Public Hospital,KwaZuluNatal
Madadeni Hosp,30.0508,-27.7635,Public Hospital,KwaZuluNatal
Newcastle Hosp,29.935643,-27.7631,Public Hospital,KwaZuluNatal
Addington Hosp,31.042291,-29.8616,Public Hospital,KwaZuluNatal
King Dinuzulu Hosp,30.987036,-29.8235,Public Hospital,KwaZuluNatal
M Gandhi Hosp,31.028852,-29.7183,Public Hospital,KwaZuluNatal
Prince Mshiyeni Hosp,30.936625,-29.9548,Public Hospital,KwaZuluNatal
RK Khan Hosp,30.886237,-29.9151,Public Hospital,KwaZuluNatal
St Aidans Hosp,31.011035,-29.8507,Public Hospital,KwaZuluNatal
GJGM Hosp,,,Public Hospital,KwaZuluNatal
Queen Nandi Regional Hosp,31.897211,-28.7395,Public Hospital,KwaZuluNatal
Port Shepstone Hosp,30.450878,-30.7435,Public Hospital,KwaZuluNatal
Edendale Hosp,30.332756,-29.6473,Public Hospital,KwaZuluNatal
Ladysmith Hosp,29.766058,-28.5567,Public Hospital,KwaZuluNatal
Brewelskloof TB Hosp,19.45694,-33.6211,Public Hospital,Western Cape
DP Marais TB Hosp,18.46033,-34.0619,Public Hospital,Western Cape
Brooklyn Chest Hosp,18.4853,-33.8999,Public Hospital,Western Cape
H Comay TB Hosp,22.4725,-33.9802,Public Hospital,Western Cape
Malmesbury Inf Hosp,18.7175,-33.4672,Public Hospital,Western Cape
Sonstraal TB Hosp,18.98694,-33.7119,Public Hospital,Western Cape
Alexandra Hosp,18.48448,-33.93,Public Hospital,Western Cape
Valkenberg Hosp,18.48024,-33.9373,Public Hospital,Western Cape
Lentegeur Hosp,18.61771,-34.0248,Public Hospital,Western Cape
Stikland Hosp,18.65498,-33.8908,Public Hospital,Western Cape
Die Wieg Hosp,?,?,Public Hospital,Western Cape
Regina Centre,19.445,-33.643,Public Hospital,Western Cape
Life Sports Science Ortho,18.467425,-33.9713,Public Hospital,Western Cape
Pr Alice Ortho Hosp,18.459306,-33.9427,Public Hospital,Western Cape
Conradie Hosp,18.5212,-33.9237,Public Hospital,Western Cape
Life Orthopaedic Hosp,18.489836,-33.9442,Public Hospital,Western Cape
St Monica's Hosp,18.41134,-33.9238,Public Hospital,Western Cape
Worcester Hosp,19.458072,-33.6444,Public Hospital,Western Cape
Paarl Hosp,18.97028,-33.7263,Public Hospital,Western Cape
Mowbray Mat Hosp,18.47489,-33.949,Public Hospital,Western Cape
Red Cross Level 2 Hosp,18.48707,-33.9531,Public Hospital,Western Cape
GSH Level 2 Hosp,18.465164,-33.9408,Public Hospital,Western Cape
New Somerset Hosp,18.41683,-33.9044,Public Hospital,Western Cape
Tygerberg Level 2 Hosp,18.611569,-33.9147,Public Hospital,Western Cape
George Hosp,22.45028,-33.9519,Public Hospital,Western Cape
Red Cross Children's Hosp,18.48707,-33.9531,Public Hospital,Western Cape
Montagu Hosp,20.12333,-33.7977,Public Hospital,Western Cape
Robertson Hosp,19.89133,-33.8016,Public Hospital,Western Cape
Stellenbosch Hosp,18.87028,-33.9305,Public Hospital,Western Cape
Ceres Hosp,19.30083,-33.363,Public Hospital,Western Cape
B West Hosp,22.6075,-32.3527,Public Hospital,Western Cape
Murraysburg Hosp,23.76917,-31.9625,Public Hospital,Western Cape
Laingsburg Hosp,20.85028,-33.1944,Public Hospital,Western Cape
P Albert Hosp,22.02583,-33.2166,Public Hospital,Western Cape
Eerste River Hosp,18.71907,-33.9972,Public Hospital,Western Cape
Helderberg Hosp,18.856761,-34.0768,Public Hospital,Western Cape
False Bay Hosp,18.416805,-34.1319,Public Hospital,Western Cape
Victoria Hosp,18.45925,-34.0117,Public Hospital,Western Cape
Wesfleur Hosp,18.49541,-33.5643,Public Hospital,Western Cape
Khayelitsha Hosp,18.673936,-34.0499,Public Hospital,Western Cape
GF Jooste Hosp,18.557927,-33.9846,Public Hospital,Western Cape
Mitchells Plain Hosp,18.61584,-34.0266,Public Hospital,Western Cape
K Bremer Hosp,18.610085,-33.8926,Public Hospital,Western Cape
Uniondale Hosp,23.12556,-33.6594,Public Hospital,Western Cape
Riversdale Hosp,21.25472,-34.0936,Public Hospital,Western Cape
Alan Blyth Hosp,21.26889,-33.4872,Public Hospital,Western Cape
Knysna Hosp,23.05806,-34.0369,Public Hospital,Western Cape
Mossel Bay Hosp,22.1275,-34.1858,Public Hospital,Western Cape
Oudtshoorn Hosp,22.18889,-33.5888,Public Hospital,Western Cape
Otto Du Plessis Hosp,20.035636,-34.5372,Public Hospital,Western Cape
Hermanus Hosp,19.22833,-34.4226,Public Hospital,Western Cape
Swellendam Hosp,20.4488,-34.0234,Public Hospital,Western Cape
Caledon Hosp,19.434458,-34.2244,Public Hospital,Western Cape
LAPA Munnik Hosp,18.99444,-33.018,Public Hospital,Western Cape
Radie Kotze Hosp,18.76222,-32.9063,Public Hospital,Western Cape
Citrusdal Hosp,19.0175,-32.5988,Public Hospital,Western Cape
Clanwilliam Hosp,18.89083,-32.1836,Public Hospital,Western Cape
Vredendal Hosp,18.50472,-31.6694,Public Hospital,Western Cape
Vredenburg Hosp,17.99083,-32.9136,Public Hospital,Western Cape
Swartland Hosp,18.723322,-33.456,Public Hospital,Western Cape
Mediclinic Worcester Hosp,19.450696,-33.6442,Private Hospital,Western Cape
Pines Clinic Hosp,19.44804,-33.6403,Private Hospital,Western Cape
Drakenstein Hosp,18.96904,-33.7188,Private Hospital,Western Cape
Mediclinic Paarl Hosp,18.969075,-33.7187,Private Hospital,Western Cape
Mediclinic Stellenbosch Hosp,18.850752,-33.9443,Private Hospital,Western Cape
Netcare Ceres Hosp,19.3094,-33.3607,Private Hospital,Western Cape
Busamed Paardevlei Prv Hosp,?,?,Private Hospital,Western Cape
E River Medi-City Clinic,?,?,Private Hospital,Western Cape
Mediclinic Strand Hosp,18.838289,-34.1137,Private Hospital,Western Cape
Mediclinic Vergelegen Hosp,18.858151,-34.0914,Private Hospital,Western Cape
Netcare Kuils River Hosp,18.674902,-33.9187,Private Hospital,Western Cape
NHN Life Path Helderberg Hosp,18.838131,-34.1127,Private Hospital,Western Cape
NHN Spescare Sub-Acute Hosp,18.838046,-34.1128,Private Hospital,Western Cape
Mediclinic Cape Gate Hosp,18.697091,-33.8494,Private Hospital,Western Cape
Mediclinic Durbanville Hosp,18.655261,-33.826,Private Hospital,Western Cape
Mediclinic Panorama Hosp,18.577052,-33.8753,Private Hospital,Western Cape
Monte Vista Hosp,18.55638,-33.8775,Private Hospital,Western Cape
NHN Icare Tyger Valley SA Hosp,18.637139,-33.8722,Private Hospital,Western Cape
NHN M-Care Cape View Hosp,18.564195,-33.8926,Private Hospital,Western Cape
Kenilworth Hosp,18.47313,-33.9948,Private Hospital,Western Cape
Life Claremont Hosp,18.466387,-33.9865,Private Hospital,Western Cape
Life Kingsbury Hosp,18.468447,-33.9861,Private Hospital,Western Cape
Mediclinic Constantiaberg Hosp,18.460908,-34.0265,Private Hospital,Western Cape
Mediclinic Const Neonatal Hosp,18.46095,-34.0266,Private Hospital,Western Cape
Melomed Tokai Priv Hospital,?,?,Private Hospital,Western Cape
Netcare Southern Cross Hosp,18.46923,-34.0047,Private Hospital,Western Cape
Newlands Surg Hosp,18.466055,-33.9769,Private Hospital,Western Cape
NHN M-Care Newlands Hosp,18.467383,-33.9712,Private Hospital,Western Cape
Life Vincent Pallotti Hosp,18.490442,-33.9432,Private Hospital,Western Cape
Mediclinic Cape Town Hosp,18.410452,-33.9357,Private Hospital,Western Cape
Mediclinic Milnerton Hosp,18.506922,-33.8654,Private Hospital,Western Cape
Netcare Blaauwberg Hosp,18.483991,-33.8033,Private Hospital,Western Cape
Netcare C Barnard Hosp,18.41816,-33.9217,Private Hospital,Western Cape
Netcare UCT Prv Hosp,18.462548,-33.942,Private Hospital,Western Cape
NHN Icare Century City DH,18.512787,-33.8876,Private Hospital,Western Cape
Shirnell Clinic Hosp,18.44249,-33.9157,Private Hospital,Western Cape
Wesfleur Clinic Hosp,18.49505,-33.5649,Private Hospital,Western Cape
Gatesv Med Centre Hosp,18.53346,-33.9709,Private Hospital,Western Cape
Melomed Gatesville Hosp,18.532997,-33.9704,Private Hospital,Western Cape
Melomed Mitchells Plain Hosp,18.621214,-34.0494,Private Hospital,Western Cape
M Plain Med Centre Hosp,18.59641,-34.0082,Private Hospital,Western Cape
M Plain Hosp,18.6157,-34.0262,Private Hospital,Western Cape
Aevitas Hosp,18.49029,-33.9435,Private Hospital,Western Cape
Bellville Med Hosp,18.62955,-33.9025,Private Hospital,Western Cape
Cape Eye Hosp,18.60901,-33.8996,Private Hospital,Western Cape
Libertas Hosp,18.5418,-33.9121,Private Hospital,Western Cape
Mediclinic Louis Leipoldt Hosp,18.612936,-33.901,Private Hospital,Western Cape
Melomed Bellville Hosp,18.623831,-33.9018,Private Hospital,Western Cape
Netcare N1 City Hosp,18.559056,-33.8936,Private Hospital,Western Cape
Origin Maternity Hosp,?,?,Private Hospital,Western Cape
Mediclinic Plett Bay Hosp,23.364999,-34.0529,Private Hospital,Western Cape
Mediclinic Geneva Hosp,22.452171,-33.9563,Private Hospital,Western Cape
Mediclinic George Hosp,22.456439,-33.9573,Private Hospital,Western Cape
Life Knysna Pvt Hosp,23.078486,-34.0521,Private Hospital,Western Cape
Meyer Zall Hosp,23.02,-34.02,Private Hospital,Western Cape
Life Bay View Pvt Hosp,22.130775,-34.1813,Private Hospital,Western Cape
Cango Hosp,22.202562,-33.5906,Private Hospital,Western Cape
Mediclinic K Karoo Hosp,22.185728,-33.5859,Private Hospital,Western Cape
NHN Kango Clinic,22.201612,-33.591,Private Hospital,Western Cape
Mediclinic Hermanus Hosp,19.226345,-34.4229,Private Hospital,Western Cape
Life West Coast Prv Hosp,17.990553,-32.9118,Private Hospital,Western Cape
Lebowakgomo Medleb Hosp,29.475437,-24.3026,Private Hospital,Limpopo
Mediclinic Limpopo Hosp,29.46334,-23.9082,Private Hospital,Limpopo
Netcare Pholoso Hosp,29.493351,-23.9016,Private Hospital,Limpopo
Life Esidimeni Shiluvana Hosp,30.27413,-24.0428,Private Hospital,Limpopo
Mediclinic Tzaneen Hosp,30.154319,-23.8242,Private Hospital,Limpopo
NHN Quality Care Prv Hosp,29.913072,-23.0447,Private Hospital,Limpopo
NHN Zoutpansberg Prv Hosp,29.897218,-23.0408,Private Hospital,Limpopo
NHN St Vincent's Hosp,28.28067,-24.8811,Private Hospital,Limpopo
Mediclinic Lephalale Hosp,27.698139,-23.6864,Private Hospital,Limpopo
Anglo Platinum Mine Hosp,,,Private Hospital,Limpopo
Mediclinic Thabazimbi Hosp,27.407217,-24.599,Private Hospital,Limpopo
Platinum Health Amandelbult Hosp,27.387811,-25.7602,Private Hospital,Limpopo
Platinum Health Setaria Mine Hosp,27.405936,-24.7957,Private Hospital,Limpopo
Platinum Health Thabazimbi Med Centre,27.402773,-24.5827,Private Hospital,Limpopo
Platinum Health Union Mine Hosp,27.153089,-25.9405,Private Hospital,Limpopo
Swartklip Mine Hosp,27.15166,-24.9393,Private Hospital,Limpopo
Helene Franz Hosp,29.11313,-23.2838,Public Hospital,Limpopo
Dr Machupe Mem Hosp,29.335,-24.3125,Public Hospital,Limpopo
Lebowakgomo Hosp,29.5285,-24.2956,Public Hospital,Limpopo
Zebediela Hosp,29.40445,-24.4818,Public Hospital,Limpopo
Botlokwa Hosp,29.74272,-23.4923,Public Hospital,Limpopo
Seshego Hosp,29.396878,-23.8548,Public Hospital,Limpopo
St Joseph's Hosp,29.453,-23.893,Public Hospital,Limpopo
WF Knobel Hosp,29.12057,-23.634,Public Hospital,Limpopo
ML Malatjie Hosp,31.03717,-23.9253,Public Hospital,Limpopo
Nkhensani Hosp,30.69215,-23.3125,Public Hospital,Limpopo
Kgapane Hosp,30.21861,-23.6477,Public Hospital,Limpopo
Dr CN Phatudi Hosp,30.28098,-24.0265,Public Hospital,Limpopo
Van Velden Mem Hosp,30.16427,-23.8345,Public Hospital,Limpopo
Sekororo Hosp,30.44767,-24.2515,Public Hospital,Limpopo
Groblersdal Hosp,29.40387,-25.1762,Public Hospital,Limpopo
Matlala Hosp,29.50233,-24.8321,Public Hospital,Limpopo
Dilokong Hosp,30.17051,-24.6141,Public Hospital,Limpopo
Mecklenburg Hosp,30.072501,-24.3853,Public Hospital,Limpopo
Jane Furse Hosp,29.86767,-24.7638,Public Hospital,Limpopo
Malamulele Hosp,30.69669,-22.9969,Public Hospital,Limpopo
Elim Hosp,30.05617,-23.154,Public Hospital,Limpopo
L Trichardt Hosp,29.90614,-23.0291,Public Hospital,Limpopo
Siloam Hosp,30.19422,-22.8994,Public Hospital,Limpopo
Messina Hosp,30.04285,-22.3416,Public Hospital,Limpopo
D Fraser Hosp,30.479815,-22.8886,Public Hospital,Limpopo
Warmbaths Hosp,28.28873,-24.8859,Public Hospital,Limpopo
Ellisras Hosp,27.70333,-23.678,Public Hospital,Limpopo
Witpoort Hosp,28.01118,-23.3344,Public Hospital,Limpopo
G Masebe Hosp,28.692892,-23.8753,Public Hospital,Limpopo
Voortrekker Hosp,29.01405,-24.1962,Public Hospital,Limpopo
FH Odendaal Hosp,28.42212,-24.7014,Public Hospital,Limpopo
Thabazimbi Hosp,27.4069,-24.5987,Public Hospital,Limpopo
FH O MDR Hosp,28.39456,-24.7077,Public Hospital,Limpopo
Thabamoopo Hosp,29.54406,-24.3032,Public Hospital,Limpopo
Evuxakeni Hosp,30.72358,-23.3222,Public Hospital,Limpopo
Hayani Hosp,30.48536,-22.9409,Public Hospital,Limpopo
Letaba Hosp,30.26933,-23.8741,Public Hospital,Limpopo
Philadelphia Hosp,29.144713,-25.2581,Public Hospital,Limpopo
St Rita's Hosp,29.80403,-24.8446,Public Hospital,Limpopo
Tshilidzini Hosp,30.41415,-22.9947,Public Hospital,Limpopo
Mokopane Hosp,28.989183,-24.1553,Public Hospital,Limpopo
Mankweng Hosp,29.725885,-23.8808,Public Hospital,Limpopo
Pietersburg Hosp,29.456908,-23.8958,Public Hospital,Limpopo
Busamed Lowveld Prv Hosp,30.977583,-25.4761,Private Hospital,Mpumalanga
Eureka Barberton Hosp,31.051946,-25.7622,Private Hospital,Mpumalanga
Mediclinic Nelspruit Hosp,30.961882,-25.4935,Private Hospital,Mpumalanga
NHN Kiaat Prv Hosp,30.983566,-25.4035,Private Hospital,Mpumalanga
NHN M-Care Nelspruit Hosp,30.952268,-25.4846,Private Hospital,Mpumalanga
Mediclinic Highveld Hosp,29.23186,-26.4918,Private Hospital,Mpumalanga
Mediclinic Secunda Hosp,29.182497,-26.5073,Private Hospital,Mpumalanga
Winkelhaak Mine Hosp,,,Private Hospital,Mpumalanga
Life Piet Retief Hosp,30.804255,-27.0202,Private Hospital,Mpumalanga
Ermelo Hospiplan Hosp,29.97482,-26.5229,Private Hospital,Mpumalanga
Mediclinic Ermelo Hosp,29.987844,-26.5428,Private Hospital,Mpumalanga
Anglo CoalHighveld Hosp,29.199753,-25.9167,Private Hospital,Mpumalanga
Greenside Hosp,29.178193,-25.9586,Private Hospital,Mpumalanga
Life Cosmos Hosp,29.232742,-25.8841,Private Hospital,Mpumalanga
NHN eMalahleni Day Hosp,29.215849,-25.8748,Private Hospital,Mpumalanga
NHN eMalahleni Prv Hosp,29.214917,-25.8754,Private Hospital,Mpumalanga
NHN Highveld Eye Hosp,29.240453,-25.8721,Private Hospital,Mpumalanga
Arnot Colliery Mine Hosp,,,Private Hospital,Mpumalanga
Douglas Colliery Mine Hosp,29.8034,-25.9467,Private Hospital,Mpumalanga
Koornfontein Mine Hosp,29.187401,-25.8296,Private Hospital,Mpumalanga
Life Midmed Hosp,29.457539,-25.7628,Private Hospital,Mpumalanga
Middelburg Mine Hosp,29.445316,-25.73034,Private Hospital,Mpumalanga
Optimum Mine Hosp,,,Private Hospital,Mpumalanga
Matikwana Hosp,31.23628,-24.9876,Public Hospital,Mpumalanga
Tintswalo Hosp,31.05983,-24.5918,Public Hospital,Mpumalanga
Barberton Hosp,31.04189,-25.7814,Public Hospital,Mpumalanga
Shongwe Hosp,31.490584,-25.6851,Public Hospital,Mpumalanga
Tonga Hosp,31.7881,-25.6947,Public Hospital,Mpumalanga
Lydenburg Hosp,30.4514,-25.1085,Public Hospital,Mpumalanga
Matibidi Hosp,30.7696,-24.5884,Public Hospital,Mpumalanga
Sabie Hosp,30.782,-25.0926,Public Hospital,Mpumalanga
Carolina Hosp,30.11237,-26.0758,Public Hospital,Mpumalanga
Embuleni Hosp,30.814586,-26.0481,Public Hospital,Mpumalanga
Amajuba Mem Hosp,29.89128,-27.3525,Public Hospital,Mpumalanga
Elsie Ballot Hosp,29.86146,-27.0107,Public Hospital,Mpumalanga
Bethal Hosp,29.46735,-26.4646,Public Hospital,Mpumalanga
Evander Hosp,29.118658,-26.4673,Public Hospital,Mpumalanga
Standerton Hosp,29.244242,-26.94,Public Hospital,Mpumalanga
Piet Retief Hosp,30.80625,-27.0188,Public Hospital,Mpumalanga
Mmametlhake Hosp,28.55872,-25.1046,Public Hospital,Mpumalanga
HA Grove Hosp,30.04431,-25.6964,Public Hospital,Mpumalanga
Waterval Boven Hosp,30.33855,-25.6479,Public Hospital,Mpumalanga
Impungwe Hosp,29.25281,-25.8727,Public Hospital,Mpumalanga
Middelburg Hosp,29.45133,-25.7741,Public Hospital,Mpumalanga
KwaMhlanga Hosp,28.70415,-25.418,Public Hospital,Mpumalanga
B Samuels Hosp,28.66699,-26.1521,Public Hospital,Mpumalanga
Rob Ferreira Hosp,30.97111,-25.4755,Public Hospital,Mpumalanga
Witbank Hosp,29.226596,-25.8756,Public Hospital,Mpumalanga
Mapulaneng Hosp,31.06531,-24.8497,Public Hospital,Mpumalanga
Themba Hosp,31.1228,-25.3452,Public Hospital,Mpumalanga
Ermelo Hosp,29.97522,-26.5231,Public Hospital,Mpumalanga
Barberton TB Hosp,31.02869,-25.7801,Public Hospital,Mpumalanga
Bongani TB Hosp,31.12695,-25.089,Public Hospital,Mpumalanga
Standerton Spec TB Hosp,29.24255,-26.9389,Public Hospital,Mpumalanga
Sesifuba TB Hosp,29.97775,-26.5202,Public Hospital,Mpumalanga
Witbank Special TB Hosp,29.16725,-25.8667,Public Hospital,Mpumalanga
Kopano MDR Hospital,26.709616,-27.980828,Public Hospital,Free State
Free State Psyc Comp Hosp,26.209264,-29.1338,Public Hospital,Free State
Mafube Hosp,28.50023,-27.2788,Public Hospital,Free State
Fezi Ngumbentombi Hosp,27.82757,-26.8014,Public Hospital,Free State
Parys Hosp,27.47207,-26.8959,Public Hospital,Free State
Tokollo Hosp,27.96168,-27.2891,Public Hospital,Free State
Winburg Hosp,27.00802,-28.5098,Public Hospital,Free State
Katleho Hosp,26.85798,-28.1105,Public Hospital,Free State
Thusanong Hosp,26.65922,-27.8773,Public Hospital,Free State
Nala Hosp,26.61783,-27.3946,Public Hospital,Free State
Mohau Hosp,25.91538,-27.8323,Public Hospital,Free State
National Dis Hosp,26.2064,-29.127,Public Hospital,Free State
