Province,District MUnicipality,Local Municipality,Name,Longitude,Latitude,ContactPerson,Address,OrgUnitOwnership
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,NHLS Charlotte Maxeke IC Lab,28.04691,-26.174,,Charlotte Maxeke Hospital,Gov NHLS
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,NHLS NIOH Lab,28.043327,-26.1914,,"25 Hospital Street, Braamfontein, 2001",Gov NHLS
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,NHLS South Rand Lab,28.0634,-26.2535,,"South Rand Hospital, 1 Friars Hill Road, Rosettenville, 2190",Gov NHLS
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,Univ Witwatersrand NHLS,28.046307,-26.1761,Johnny Mahlangu,"Room 3n29 3rd Floor Wits Med School, 7 York Road, Parktown, Johannesburg, 2193",Gov NHLS
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,Ampath Lenpath Lab,27.867851,-26.3271,,"Trade Route Mall, Cnr of K43 and Nirvana Road, Lenasia",Private
Gauteng,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,Lancet Kliptown Lab,27.890179,-26.2793,,"9 Union Road, Kliptown",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,Ampath Akasia Lab,28.107472,-25.6729,,"Suite 108, Ground Floor, Cnr Brits Road and Heinrich Avenue, Karen Park, Pretoria North",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,NHLS Dr George Mukhari Lab,28.0114,-25.6173,,"Dr George Mukhari Hospital, Clinical Pathology Building, Medunsa Campus, Ga-Rankuwa, 0208",Gov NHLS
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,NHLS Odi Lab,28.0594,-25.5392,,"Odi Hospital, Long Klipgat Road, Mabopane, 0190",Gov NHLS
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,Sefako Makgatho HS Univ NHLS,28.020946,-25.6135,Maphoshane Nchabeleng,"Rm S304 Medunsa Campus - Nhls Labs, R55, Ga-Rankuwa, 0208",Gov NHLS
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 2 Health sub-District,Ampath Montana Lab,28.244283,-25.6744,,"Suite 26, Cnr Rooibos Street and Dr van der Merwe Road, Montana, Pretoria North",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 2 Health sub-District,NHLS Jubilee Lab,28.2863,-25.4094,,"Jubilee Hospital, Stand 9, Jubilee Road, Hammanskraal, 0400",Gov NHLS
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,Ampath Eugene Marais Lab,28.193922,-25.71,,"679 5th Avenue, Les Marais, Pretoria",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,Ampath Groenkloof Lab,28.2164,-25.7715,,"1st Floor, Mary Potter Oncology Centre, Totius Street, Groenkloof, Pretoria",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,Ampath Louis Pasteur Lab,28.19666,-25.7485,,"Room 1025, Francis Baard Street, Pretoria Central",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,Ampath Zuid Afrikaans Stat Lab,28.20571,-25.762,,"Cnr Bourke and Berea Street, Muckleneuk, Pretoria",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,Lancet Hatfield Plaza Lab,28.235569,-25.751,,"Hatfield Plaza, 4th Floor, 1122 Burnett Street",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,Lancet Pencardia 1 Lab,28.203307,-25.7467,,"1st Floor Pencardia, 509 Pretorius Street, Arcadia, Pretoria",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,Lancet Pencardia 2 Lab,28.203307,-25.7467,,"1st Floor Pencardia, 509 Pretorius Street, Arcadia, Pretoria",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,Lancet Zuid Afrikaans Lab,28.20571,-25.762,,"255 Bourke Street, Muckelneuck, Pretoria",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,NHLS Folang Clinic Lab,28.1998,-25.7327,,Folang Clinic,Gov NHLS
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,NHLS Kalafong Lab,28.0899,-25.7635,,"Kalafong Hospital, 1 Klipspringer Road, Pretoria West, 0183",Gov NHLS
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,NHLS Tshwane Corr Lab,28.110386,-25.4446,,"Kgosi Mampuru II Correctional Centre, Pretoria, 0001",Gov NHLS
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,NHLS Pretoria West Lab,28.1394,-25.7366,,"Pretoria West Hospital, 380 Sytze Wierda Avenue, Philip Nel Park, 0183",Gov NHLS
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,NHLS Tshwane Academic Lab,28.2031,-25.7322,,"Tshwane Academic Division NHLS, Arcadia, 0007",Gov NHLS
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,Univ of Pretoria NHLS,28.204227,-25.733,Tahir Pillay,"Tad-Nhls Dept of Medical Microbiology, Cnr Steve Biko & Dr Savage Road, Riviera, Pretoria, 0084",Gov NHLS
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 4 Health sub-District,Ampath Unitas Lab,28.196925,-25.8317,,"Suite L4, Lower Ground Floor, Cnr Clifton and Cantonments Avenues, Lyttelton, Centurion",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 4 Health sub-District,Lancet Laudium Lab,28.108298,-25.7819,,"Jhina City Centre, 190 Bengals Street, Legae, Pretoria",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 6 Health sub-District,Ampath Garsfontein Lab,28.291695,-25.7835,,"314 Trevor Gething Road, Garsfontein, Pretoria",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 6 Health sub-District,Ampath Pretoria East Lab,28.304528,-25.8195,,"Cnr Netcare and Garsfontein Roads, Moreleta Park, Pretoria",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 6 Health sub-District,Ampath Wilgers Lab,28.318918,-25.7678,,"Ground Floor, Suite 13, Wilgers Hospital, Denneboom Road, Wilgers, Pretoria",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 6 Health sub-District,Lancet Mamelodi Lab,28.36788,-25.7186,,"D31 Metropolitan Life Gateway, Denneboom Station, Tsamaya Street",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 6 Health sub-District,Lancet Wilgers Life Lab,28.318918,-25.7678,,"Ground Floor, Suite 7, Wilgers Hospital, Denneboom Road, Wilgers, Pretoria",Private
Gauteng,gp City of Tshwane Metropolitan Municipality,gp Tshwane 6 Health sub-District,NHLS Mamelodi Lab,28.3685,-25.718,,"Mamelodi Hospital, 19472 Serapeng Street, Bufferzone, Mamelodi East, 0122",Gov NHLS
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 1 Health sub-District,NHLS Pholosong Lab,28.125515,-26.1384,,"Pholosong Hospital, 90 Ndaba Street, Tsakane 1550",Gov NHLS
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,Ampath N17 Lab,28.428597,-26.2723,,"Tonk Meter Drive, Pollak Park, Springs",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,Ampath Nigel Lab,28.468,-26.4187,,"25 Breytenbach Street, Nigel",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,Ampath Springs Parkland Lab,28.435711,-26.2663,,"Artemis Road, Pollak Park, Springs",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,Lancet Petersfield Lab,28.429544,-26.2333,,"57 Kruger Street, Petersfield, Springs, Johannesburg",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,Lancet Springs Parkland Lab,28.43466,-26.2657,,"12 Artemis Road, Pollak Park",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,NHLS Far East Rand Lab,28.4049,-26.2357,,"Hospital Road, New Estate, Springs, 1560",Gov NHLS
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,Ampath Arwyp 1 Lab,28.23402,-26.107,,"Arwyp Medical Centre, South Wing, 2nd Floor Room 203, 23 Central Avenue, Kempton Park",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,Ampath Arwyp 2 Lab,28.234461,-26.1066,,"Arwyp Medical Suites, 1st Floor, 22 Pine Avenue, Kempton Park",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,Ampath Pomona Ref Lab,28.271999,-26.0902,,"29 Pomona Road, Kempton Park",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,Lancet Arwyp Lab,28.233795,-26.1066,,"Ground Floor, Pine Avenue, Kempton Park, Johannesburg",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,Lancet Bennie Jacobs Lab,28.211108,-26.081,,"Bennie Jacobs Sentrum, Cnr De Wiekus and Blackthorn",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,Lancet Edleen Lab,28.20707,-26.0973,,"94 Green Avenue, Edleen, Kempton Park",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,Lancet Zamokuhle Lab,28.24157,-25.9827,,"128 Mazibuko Drive, Hospital View, Thembisa, Johannesburg",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,NHLS Tembisa Lab,28.2325,-26.0101,,"Tembisa Hospital, Cnr Flint Mazibuko and Rev Namane Drive, Tembisa, 1632",Gov NHLS
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,Ampath Glynnwood Lab,28.307983,-26.1957,,"2 Glynn Eden Medical Suites, Cnr Princess and Harrison Street, Benoni",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,Ampath Linmed Lab,28.330783,-26.1454,,"Room 2/5, Hull Road, Rynfield, Benoni",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,Ampath Sunward Park Lab,28.257899,-26.2599,,"6 Albrecht Street, Sunward Park, Boksburg",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,Lancet Greenstone Lab,28.137968,-26.1208,,"Eden Meadows, Shop 32, Cnr V Riebeck and Modderfontein Roads, Greenstone",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,Lancet Mercury Street Lab,28.295208,-26.1521,,"38 Mercury Street, Farramere, Benoni",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,Lancet Rynfield Lab,28.332981,-26.1501,,"19 Struben Street, Rynfield, Benoni",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,NHLS Tambo Mem Lab,28.2444,-26.2183,,"Tambo Memorial Hospital, Railway Road, Boksburg, 1459",Gov NHLS
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,Ampath Alberton Lab,28.119653,-26.2698,,"47 Clinton Road, New Redruth, Alberton",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,Ampath Waterfall City Lab,28.120597,-26.2732,,"Room GF10, Cnr Magwa Crescent and Mac Mac Avenue, Midrand",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,Lancet Alberton Lab,28.121985,-26.2712,,"109 Nevada Centre, 68 Voortrekker Road, New Redruth, Alberton, Johannesburg",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,Lancet Germiston Lab,28.165459,-26.225,,"76 Queen Street, Germiston",Private
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,NHLS Bertha Gxowa Lab,28.1639,-26.22,,"Bertha Gxowa Hospital, Cross Street, Germiston 1401",Gov NHLS
Gauteng,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,NHLS Thelle Mogoerane Reg Lab,27.848,-26.6067,,"Thelle Mogoerane Regional Hospital, 2nd Floor Block B, 12390 Nguza Street, Vosloorus, 1431",Gov NHLS
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,Ampath Emfuleni Lab,27.83785,-26.7046,,"6 Jan van Riebeeck Boulevard, Town Centre, Vanderbijlpark",Private
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,Ampath Three Rivers Lab,27.970743,-26.6648,,"River Gables Building, Cnr Nile and Circus Drive, Three Rivers, Vereeniging",Private
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,Lancet Sebokeng Lab,27.846829,-26.6092,,"Moshoeshoe Road, Sebokeng, Vanderbijlpark",Private
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,NHLS Kopanong Lab,27.931887,-26.6386,,"Kopanong Hospital, Casino Drive, Duncanville, Vereeniging, 1939",Gov NHLS
Gauteng,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,NHLS Sebokeng Lab,27.8343,-26.5758,,"Sebokeng Hospital, Moshoeshoe Street, Sebokeng, 1982",Gov NHLS
Gauteng,gp Sedibeng District Municipality,gp Lesedi Local Municipality,Ampath Heidelberg Lab,28.352404,-26.5007,,"85 Begeman Street, Heidelberg",Private
Gauteng,gp West Rand District Municipality,gp Merafong City Local Municipality,Lancet Fochville Lab,27.49689,-26.4812,,"Dr Steyn and Van Tonder Streets, Fochville",Private
Gauteng,gp West Rand District Municipality,gp Merafong City Local Municipality,Lancet Oberholzer Lab,27.390241,-26.347,,"54 Van Zyl Smit Street, Oberholzer, Carletonville",Private
Gauteng,gp West Rand District Municipality,gp Merafong City Local Municipality,NHLS Carletonville Lab,27.4036,-26.346,,"Carletonville Hospital, Cnr Falcon and Annan Roads, Carletonville, 2500",Gov NHLS
Gauteng,gp West Rand District Municipality,gp Merafong City Local Municipality,NHLS Carletonville Mob Lab,27.39446,-26.347,,,Gov NHLS
Gauteng,gp West Rand District Municipality,gp Mogale City Local Municipality,Ampath Krugersdorp Lab,27.775258,-26.105,,"Ground Floor, 9 Burger Street, Krugersdorp, Johannesburg West",Private
Gauteng,gp West Rand District Municipality,gp Mogale City Local Municipality,Ampath Pinehaven Lab,27.831309,-26.0619,,"Suite 003, 1 Gateway Road, Pinehaven Estate, Krugersdorp",Private
Gauteng,gp West Rand District Municipality,gp Mogale City Local Municipality,Lancet Krugersdorp Boshof Lab,27.775482,-26.1058,,"3 Boshoff Street, Krugersdorp",Private
Gauteng,gp West Rand District Municipality,gp Mogale City Local Municipality,NHLS Leratong Lab,27.8076,-26.1705,,"Leratong Hospital, Cnr Adcock and Randfontein Roads, Krugersdorp, 1739",Gov NHLS
Gauteng,gp West Rand District Municipality,gp Mogale City Local Municipality,NHLS Yusuf Dadoo Lab,27.7832,-26.0998,,"Cnr Hospital and Memorial Avenue, Krugersdorp, 1740",Gov NHLS
KwaZulu-Natal,kz Amajuba District Municipality,kz Emadlangeni Local Municipality,NHLS Niemeyer Microscopy,30.316,-27.6618,,"Niemeyer Memorial Hospital, Utrecht, 2980",Gov NHLS
KwaZulu-Natal,kz Amajuba District Municipality,kz Newcastle Local Municipality,Ampath Newcastle Lab,29.936211,-27.7605,,"Cnr Hospital and Bird Street, Newcastle",Private
KwaZulu-Natal,kz Amajuba District Municipality,kz Newcastle Local Municipality,Lancet Newcastle Lab,29.931907,-27.7682,,"Newcastle Private Hospital, 78 Bird Street, Newcastle, 2940",Private
KwaZulu-Natal,kz Amajuba District Municipality,kz Newcastle Local Municipality,NHLS Madadeni Lab,30.054302,-27.7697,,"Madadeni Hospital, Newcastle, 2940",Gov NHLS
KwaZulu-Natal,kz Amajuba District Municipality,kz Newcastle Local Municipality,NHLS Newcastle Lab,29.93564,-27.7631,,"Newcastle Hospital, Newcastle, 2940",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Ampath Chatsmed Hosp Lab,30.906607,-29.9095,,"Life Chatsmed Garden Hospital, Lower ground floor, 80 Woodhurst Drive, Chatsworth, Durban",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Ampath Gateway Lab,31.072501,-29.7226,,"Busamed Gateway Private Hospital, 38 Aurora Drive, Umhlanga Rocks, Durban North",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Ampath Hillcrest Hosp Lab,30.741884,-29.7896,,"Hillcrest Private Hospital, 471 Kassier Road, Assagay",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Ampath Kingsway Hosp Lab,30.905125,-30.0324,,"Kingsway Hospital, Suite B2, 607 Kingsway Road, Amanzimtoti",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Ampath Parklands Hosp Lab,30.998647,-29.8342,,"Parklands Medical Mews 4, 75 Hopelands Road, Overport, Durban",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Ampath St Augustine's Hosp Lab,30.990361,-29.8556,,"Chelmsford Medical Centre 3, St Augustine's Hospital, Chelmsford/JB Marks Road, Berea, Durban",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Ampath Umhlanga Rocks Hosp Lab,31.085433,-29.7249,,"Netcare Umhlanga Hospital, Suite 611, 321 Umhlanga Rocks Drive, Umhlanga",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Ampath Westridge Lab,30.985818,-29.8517,,"95 King Cetshwayo Highway, Mayville, Durban",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Ampath Westville Hosp Lab,30.918152,-29.8581,,"115 Hiway Centre, Spine Road, Westville",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Lancet Durban Oncology Lab,30.985661,-29.8512,,"94/99 Jan Smuts Highway, Westridge",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Lancet Ethekwini Lab,30.947469,-29.8219,,"No 13, Ground Floor, Riverhorse Valley Business Estate, Nandi Drive",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Lancet Gateway Lab,31.072115,-29.7226,,"38 Aurora Drive, Ground Floor, Gateway Private Hospital, Umhlanga",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Lancet Med Centre Lab,31.015188,-29.851,,"102 Lancet Medical Centre, 74 Ismail C Meer Street",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Lancet Nu Shifa Lab,30.984954,-29.8308,,"482 Randles Road, Nu Shifa Lenmed Medical Towers, Nu Shifa Hospital, 1st Floor, Sydenham, 4091",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Lancet Parklands Lab,30.998478,-29.834,,"Parklands Hospital, 45 Hopelands Road, Durban",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Lancet Parklands Oncology Lab,30.998684,-29.8345,,"535 Peter Makhoba Ridge, Ridge Road, Overport, Durban",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Lancet Sunningdale Lab,31.04529,-29.7489,,"4 Village Way, Sunningdale, Durban North",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Lancet Tongaat Lab,31.118449,-29.5731,,"Victoria Hospital, High Street",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Lancet Umhlanga Lab,31.068697,-29.7275,,"Ground Floor, Umhlanga Hospital, 323 Umhlanga Rocks Drive",Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Addington Lab,31.04229,-29.8616,,"Addington Hospital, Durban 4000",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Charles James Microscopy,30.6624,-30.2116,,"Charles James TB Hospital, Amanzimtoti, 4125",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Clairwood Lab,30.9607,-29.9407,,"Clairwood Hospital, Mobeni, 4060",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Don Mckenzie Microscopy,30.5125,-30.5357,,"Don McKenzie TB Hospital, 10 Zulu Reserve Road, Botha's Hill, 3660",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Durban Westville Corr Lab,30.553,-29.4952,,"Durban Correctional Centre, Westville, 3630",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Durban Public Health Lab,31.0412,-29.8635,,"Durban, 4000",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS FOSA Microscopy,30.96857267,-29.7859,,"60 Fosa Road, Newlands 4037",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Hlengisizwe Microscopy,30.6548,-29.8228,,"Hlengisizwe CHC, Hammarsdale, 3700",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Inanda C Microscopy,30.972767,-29.7115,,"Hlengisizwe CHC, Phoenix, 4080",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS IALC Lab,30.950837,-29.8566,,"Inkosi Albert Luthuli Central Hospital, 800 Bellair Road, Cato Manor, 4058",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS King Dinuzulu Lab,30.987036,-29.8235,,"King Dinuzulu Hospital, Dormerton, 4015",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS King Edward VIII Lab,30.9895,-29.8822,,"King Edward VIII Hospital, Durban, 4000",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS KwaDabeka Microscopy,30.9130435,-29.7682,,"KwaDabeka CHC, Clernaville, 3602",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS KwaMashu Poly Lab,30.975948,-29.7309,,"KwaMashu Poly CHC, P61 Mkhiwane Road, Kwa-Mashu, 4360",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Mahatma Gandhi Lab,31.02825,-29.717,,"Mahatma Gandhi Hospital, Mount Edgecombe, 4068",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Osindisweni Lab,24.7624,-34.026,,"Osindisweni Hospital, Verulam, 4340",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Pinetown Microscopy,30.8591,-29.8175,,"18 Chapel Street, Pinetown 3600",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Prince Zulu Microscopy,31.009346,-29.8587,,"Prince Zulu Communicable Diseases Centre Clinic, Durban, 4000",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Prince Mshiyeni Mem Lab,30.93662,-29.9548,,"Prince Mshiyeni Memorial Hospital, 2 Mangosuthu Highway, Umlazi, 4031",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS RK Khan Lab,30.886087,-29.9153,,"RK Khan Hospital, Chatsworth, 4030",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Tongaat Microscopy,31.116867,-29.568,,"Tongaat CHC, 7 Sanele Nxumalo Lane, Tongaat, 4399",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Verulam Microscopy,24.7624,-34.026,,"Oakford Road, Verulam, 4340",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,NHLS Wentworth Lab,30.9525,-29.9211,,"Wentworth Hospital, Wentworth, 4026",Gov NHLS
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Roux and Partners Lab,,,,,Private
KwaZulu-Natal,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,Univ KZN NHLS,,,Verena Gounden,"238 Mazisi Kunene Rd, Glenwood, Durban, 4041",Gov NHLS
KwaZulu-Natal,kz Harry Gwala District Municipality,kz Dr Nkosazana Dlamini Zuma Local Municipality,NHLS Pholela Microscopy,29.858087,-29.7633,,"Pholela CHC, D1213 Hlanganani Road, Bulwer 3244",Gov NHLS
KwaZulu-Natal,kz Harry Gwala District Municipality,kz Dr Nkosazana Dlamini Zuma Local Municipality,NHLS St Apollinaris Lab,29.84467,-30.0279,,"St Apollinaris Hospital, Creighton, 3263",Gov NHLS
KwaZulu-Natal,kz Harry Gwala District Municipality,kz Greater Kokstad Local Municipality,Ampath Kokstad Hosp Lab,29.423392,-30.5481,,"Delta Centre, Lot 266, Cnr Barker and Hope Street, Kokstad",Private
KwaZulu-Natal,kz Harry Gwala District Municipality,kz Greater Kokstad Local Municipality,NHLS Kokstad Lab,29.4128,-30.5441,,"Kokstad, Kokstad, 4700",Gov NHLS
