"Population estimates per district and calendar year 2002-2021, standard DHIS Age groups",,,,,,,,,,
,"Source: StatsSA, January 2017",,,,,,,,,
,Female 13 years,6185,6266,6313,,,,,,
,Female 14 years,6087,6146,6202,,,,,,
,Female 15 years,5992,6029,6094,,,,,,
,Female 15-19 years,29320,29355,29647,,,,,,
,Female 16 years,5894,5906,5979,,,,,,
,Female 17 years,5824,5819,5890,,,,,,
,Female 18-19 years,11611,11601,11685,,,,,,
,Female 20-24 years,29294,29220,29029,,,,,,
,Female 25-29 years,30221,29640,29169,,,,,,
,Female 30-34 years,29716,30735,30804,,,,,,
,Female 35-39 years,24579,24905,25749,,,,,,
,Female 40-44 years,20879,21294,21948,,,,,,
,Female 45-49 years,18509,18567,18690,,,,,,
,Female 5 years,6268,6200,6139,,,,,,
,Female 50-54 years,16800,16934,17016,,,,,,
,Female 55-59 years,14157,14404,14639,,,,,,
,Female 60-64 years,11483,11712,11930,,,,,,
,Female 65-69 years,8550,8845,9120,,,,,,
,Female 70-74 years,5805,5972,6177,,,,,,
,Female 75-79 years,3753,3852,3915,,,,,,
,Female 80 years and older,2491,2548,2607,,,,,,
,Female under 1 year,5956,5899,5828,,,,,,
,Male 00-04 years,30881,30541,30233,,,,,,
,Male 02-04 years,18750,18501,18299,,,,,,
,Male 05-09 years,31615,31519,31382,,,,,,
,Male 06-09 years,25290,25261,25180,,,,,,
,Male 1 year,6116,6053,5993,,,,,,
,Male 10-11 years,12504,12666,12727,,,,,,
,Male 10-14 years,30835,31255,31477,,,,,,
,Male 12 years,6189,6301,6353,,,,,,
,Male 13 years,6114,6207,6263,,,,,,
,Male 14 years,6028,6080,6134,,,,,,
,Male 15 years,5946,5961,6011,,,,,,
,Male 15-19 years,29410,29247,29399,,,,,,
,Male 16 years,5863,5835,5882,,,,,,
,Male 17 years,5824,5768,5806,,,,,,
,Male 18-19 years,11776,11683,11700,,,,,,
,Male 20-24 years,30820,30688,30377,,,,,,
,Male 25-29 years,33000,32385,31882,,,,,,
,Male 30-34 years,32629,34259,34367,,,,,,
,Male 35-39 years,25154,25512,26928,,,,,,
,Male 40-44 years,20218,20934,21846,,,,,,
,Male 45-49 years,16821,16800,16972,,,,,,
,Male 5 years,6325,6258,6202,,,,,,
,Male 50-54 years,16021,15742,15473,,,,,,
,Male 55-59 years,14381,14399,14333,,,,,,
,Male 60-64 years,11316,11526,11692,,,,,,
,Male 65-69 years,7600,7873,8130,,,,,,
,Male 70-74 years,4305,4471,4663,,,,,,
,Male 75-79 years,2138,2201,2232,,,,,,
,Male 80 years and older,703,704,706,,,,,,
,Male under 1 year,6016,5987,5942,,,,,,
Sum of All Estimated ,,921817,925960,929913,,,,,,
fs Mangaung Metropolitan Municipality,Female 00-04 years,34644,34707,34829,,,,,,
,Female 02-04 years,20772,20708,20719,,,,,,
,Female 05-09 years,34897,34774,34678,,,,,,
,Female 06-09 years,27951,27871,27792,,,,,,
,Female 1 year,6926,6964,7005,,,,,,
,Female 10-11 years,14064,14137,14128,,,,,,
,Female 10-14 years,34832,35139,35231,,,,,,
,Female 12 years,7024,7091,7102,,,,,,
,Female 13 years,6936,7016,7048,,,,,,
,Female 14 years,6809,6895,6953,,,,,,
,Female 15 years,6692,6786,6869,,,,,,
,Female 15-19 years,32888,33264,33728,,,,,,
,Female 16 years,6571,6675,6784,,,,,,
,Female 17 years,6504,6601,6718,,,,,,
,Female 18-19 years,13121,13202,13357,,,,,,
,Female 20-24 years,34135,33692,33505,,,,,,
,Female 25-29 years,36133,35735,35163,,,,,,
,Female 30-34 years,33958,34893,34966,,,,,,
,Female 35-39 years,29907,29873,30446,,,,,,
,Female 40-44 years,26466,26970,27655,,,,,,
,Female 45-49 years,23429,23510,23700,,,,,,
,Female 5 years,6947,6903,6885,,,,,,
,Female 50-54 years,20828,21273,21569,,,,,,
,Female 55-59 years,17030,17374,17787,,,,,,
,Female 60-64 years,14667,14782,14917,,,,,,
,Female 65-69 years,12003,12308,12556,,,,,,
,Female 70-74 years,8852,9104,9378,,,,,,
,Female 75-79 years,6204,6426,6603,,,,,,
,Female 80 years and older,6912,7238,7574,,,,,,
,Female under 1 year,6945,7036,7105,,,,,,
,Male 00-04 years,35578,35638,35763,,,,,,
,Male 02-04 years,21363,21289,21297,,,,,,
,Male 05-09 years,35527,35469,35432,,,,,,
,Male 06-09 years,28403,28387,28364,,,,,,
,Male 1 year,7111,7148,7190,,,,,,
,Male 10-11 years,14110,14249,14294,,,,,,
,Male 10-14 years,34828,35245,35441,,,,,,
,Male 12 years,7009,7111,7151,,,,,,
,Male 13 years,6915,7013,7063,,,,,,
,Male 14 years,6795,6873,6933,,,,,,
,Male 15 years,6684,6745,6813,,,,,,
,Male 15-19 years,33016,33107,33406,,,,,,
,Male 16 years,6569,6612,6690,,,,,,
,Male 17 years,6517,6539,6614,,,,,,
,Male 18-19 years,13246,13212,13289,,,,,,
,Male 20-24 years,34947,34481,34179,,,,,,
,Male 25-29 years,36723,36269,35668,,,,,,
,Male 30-34 years,33737,35272,35397,,,,,,
,Male 35-39 years,27036,27004,28082,,,,,,
,Male 40-44 years,23620,23994,24569,,,,,,
,Male 45-49 years,20571,20647,20805,,,,,,
,Male 5 years,7123,7082,7068,,,,,,
,Male 50-54 years,17508,17912,18179,,,,,,
,Male 55-59 years,13869,14029,14281,,,,,,
,Male 60-64 years,11398,11558,11684,,,,,,
,Male 65-69 years,8334,8537,8722,,,,,,
,Male 70-74 years,5531,5659,5808,,,,,,
,Male 75-79 years,3368,3517,3613,,,,,,
,Male 80 years and older,2097,2224,2358,,,,,,
,Male under 1 year,7104,7201,7276,,,,,,
Sum of All Estimated ,,1061684,1068970,1076179,,,,,,
fs Thabo Mofutsanyana District Municipality,Female 00-04 years,39153,38745,38426,,,,,,
,Female 02-04 years,24103,23662,23329,,,,,,
,Female 05-09 years,41045,40810,40525,,,,,,
,Female 06-09 years,32815,32727,32560,,,,,,
,Female 1 year,7666,7623,7590,,,,,,
,Female 10-11 years,15977,16345,16531,,,,,,
,Female 10-14 years,38920,39946,40601,,,,,,
,Female 12 years,7817,8082,8237,,,,,,
,Female 13 years,7653,7887,8050,,,,,,
,Female 14 years,7473,7632,7782,,,,,,
,Female 15 years,7300,7389,7529,,,,,,
,Female 15-19 years,35828,35662,36053,,,,,,
,Female 16 years,7118,7133,7265,,,,,,
,Female 17 years,7035,6985,7088,,,,,,
,Female 18-19 years,14374,14154,14172,,,,,,
,Female 20-24 years,38742,37721,36743,,,,,,
,Female 25-29 years,41726,40861,39856,,,,,,
,Female 30-34 years,39582,40820,40881,,,,,,
,Female 35-39 years,31346,32080,33344,,,,,,
,Female 40-44 years,23698,24639,25862,,,,,,
,Female 45-49 years,18868,19103,19480,,,,,,
,Female 5 years,8230,8083,7964,,,,,,
,Female 50-54 years,16302,16479,16601,,,,,,
,Female 55-59 years,13801,13848,13935,,,,,,
,Female 60-64 years,12390,12271,12170,,,,,,
,Female 65-69 years,10454,10546,10579,,,,,,
,Female 70-74 years,7617,7758,7891,,,,,,
,Female 75-79 years,5004,5076,5151,,,,,,
,Female 80 years and older,4682,4668,4655,,,,,,
,Female under 1 year,7384,7460,7507,,,,,,
,Male 00-04 years,40232,39824,39491,,,,,,
,Male 02-04 years,24642,24259,23966,,,,,,
,Male 05-09 years,41430,41354,41204,,,,,,
,Male 06-09 years,33078,33113,33055,,,,,,
,Male 1 year,7915,7858,7808,,,,,,
,Male 10-11 years,15999,16386,16600,,,,,,
,Male 10-14 years,38866,39908,40613,,,,,,
,Male 12 years,7805,8067,8228,,,,,,
,Male 13 years,7627,7859,8029,,,,,,
,Male 14 years,7435,7596,7757,,,,,,
,Male 15 years,7249,7344,7498,,,,,,
,Male 15-19 years,35379,35271,35750,,,,,,
,Male 16 years,7057,7081,7229,,,,,,
,Male 17 years,6955,6918,7039,,,,,,
,Male 18-19 years,14118,13929,13984,,,,,,
,Male 20-24 years,37572,36625,35701,,,,,,
,Male 25-29 years,40318,39315,38213,,,,,,
,Male 30-34 years,38093,39898,39905,,,,,,
,Male 35-39 years,27661,28454,30284,,,,,,
,Male 40-44 years,20067,20988,22206,,,,,,
,Male 45-49 years,14876,15257,15748,,,,,,
,Male 5 years,8351,8240,8149,,,,,,
,Male 50-54 years,11801,11921,12055,,,,,,
,Male 55-59 years,9452,9467,9494,,,,,,
,Male 60-64 years,7710,7602,7514,,,,,,
,Male 65-69 years,5858,5837,5778,,,,,,
,Male 70-74 years,3742,3753,3748,,,,,,
,Male 75-79 years,2166,2148,2115,,,,,,
,Male 80 years and older,1541,1542,1543,,,,,,
,Male under 1 year,7674,7707,7717,,,,,,
Sum of All Estimated ,,1106772,1111716,1116778,,,,,,
fs Xhariep District Municipality,Female 00-04 years,6423,6464,6534,,,,,,
,Female 02-04 years,3916,3869,3861,,,,,,
,Female 05-09 years,6913,6772,6661,,,,,,
,Female 06-09 years,5566,5459,5369,,,,,,
,Female 1 year,1263,1290,1317,,,,,,
,Female 10-11 years,2870,2873,2846,,,,,,
,Female 10-14 years,7169,7208,7177,,,,,,
,Female 12 years,1446,1462,1456,,,,,,
,Female 13 years,1436,1450,1449,,,,,,
,Female 14 years,1417,1423,1426,,,,,,
,Female 15 years,1399,1398,1406,,,,,,
,Female 15-19 years,6912,6849,6880,,,,,,
,Female 16 years,1379,1372,1385,,,,,,
,Female 17 years,1368,1355,1369,,,,,,
,Female 18-19 years,2766,2724,2720,,,,,,
,Female 20-24 years,7175,7001,6809,,,,,,
,Female 25-29 years,7449,7301,7134,,,,,,
,Female 30-34 years,7034,7311,7356,,,,,,
,Female 35-39 years,5618,5718,5940,,,,,,
,Female 40-44 years,4580,4722,4913,,,,,,
,Female 45-49 years,3882,3899,3943,,,,,,
,Female 5 years,1347,1312,1292,,,,,,
,Female 50-54 years,3417,3486,3530,,,,,,
,Female 55-59 years,2869,2883,2917,,,,,,
,Female 60-64 years,2592,2601,2600,,,,,,
,Female 65-69 years,2257,2250,2250,,,,,,
,Female 70-74 years,1867,1898,1910,,,,,,
,Female 75-79 years,1260,1298,1355,,,,,,
,Female 80 years and older,1597,1671,1746,,,,,,
,Female under 1 year,1243,1305,1355,,,,,,
,Male 00-04 years,6550,6570,6612,,,,,,
,Male 02-04 years,3972,3919,3895,,,,,,
,Male 05-09 years,6869,6754,6653,,,,,,
,Male 06-09 years,5518,5434,5356,,,,,,
,Male 1 year,1296,1316,1337,,,,,,
,Male 10-11 years,2812,2832,2824,,,,,,
,Male 10-14 years,6995,7070,7081,,,,,,
,Male 12 years,1411,1436,1441,,,,,,
,Male 13 years,1397,1418,1425,,,,,,
,Male 14 years,1375,1384,1391,,,,,,
,Male 15 years,1355,1354,1361,,,,,,
,Male 15-19 years,6720,6635,6640,,,,,,
,Male 16 years,1334,1322,1330,,,,,,
,Male 17 years,1326,1305,1311,,,,,,
,Male 18-19 years,2706,2654,2638,,,,,,
,Male 20-24 years,7218,7049,6862,,,,,,
,Male 25-29 years,7728,7594,7434,,,,,,
,Male 30-34 years,7388,7739,7764,,,,,,
,Male 35-39 years,5655,5759,6083,,,,,,
,Male 40-44 years,4529,4656,4842,,,,,,
,Male 45-49 years,3887,3888,3919,,,,,,
,Male 5 years,1351,1319,1297,,,,,,
,Male 50-54 years,3372,3444,3487,,,,,,
,Male 55-59 years,2611,2657,2716,,,,,,
,Male 60-64 years,2159,2144,2142,,,,,,
,Male 65-69 years,1732,1737,1729,,,,,,
,Male 70-74 years,1235,1240,1246,,,,,,
,Male 75-79 years,862,871,872,,,,,,
,Male 80 years and older,778,838,901,,,,,,
,Male under 1 year,1282,1335,1380,,,,,,
Sum of All Estimated ,,209853,210297,210875,,,,,,
Total Free State,,3987150,4006719,4026500,,,,,,
gp City of Johannesburg Metropolitan Municipality,Female 00-04 years,228418,228574,228495,,,,,,
,Female 02-04 years,135541,136691,137628,,,,,,
,Female 05-09 years,215054,219421,223427,,,,,,
,Female 06-09 years,170942,174533,177848,,,,,,
,Female 1 year,46200,45939,45647,,,,,,
,Female 10-11 years,82393,83983,85497,,,,,,
,Female 10-14 years,201746,205444,208842,,,,,,
,Female 12 years,40474,41166,41827,,,,,,
,Female 13 years,39801,40491,41113,,,,,,
,Female 14 years,39078,39803,40404,,,,,,
,Female 15 years,38467,39209,39777,,,,,,
,Female 15-19 years,190841,194725,197487,,,,,,
,Female 16 years,37910,38660,39186,,,,,,
,Female 17 years,37711,38478,38991,,,,,,
,Female 18-19 years,76754,78378,79533,,,,,,
,Female 20-24 years,207175,211549,215354,,,,,,
,Female 25-29 years,238151,241645,245895,,,,,,
,Female 30-34 years,243058,252158,256172,,,,,,
,Female 35-39 years,227475,225463,229283,,,,,,
,Female 40-44 years,212159,216875,222351,,,,,,
,Female 45-49 years,174193,181498,188363,,,,,,
,Female 5 years,44112,44887,45579,,,,,,
,Female 50-54 years,135332,141104,147205,,,,,,
,Female 55-59 years,108280,111162,114810,,,,,,
,Female 60-64 years,90799,93337,95558,,,,,,
,Female 65-69 years,69537,72455,75289,,,,,,
,Female 70-74 years,49246,51670,54184,,,,,,
,Female 75-79 years,31027,33234,35313,,,,,,
,Female 80 years and older,24319,25844,27398,,,,,,
,Female under 1 year,46676,45944,45219,,,,,,
,Male 00-04 years,233793,233694,233340,,,,,,
,Male 02-04 years,138669,139776,140625,,,,,,
,Male 05-09 years,219530,224095,228237,,,,,,
,Male 06-09 years,174447,178207,181650,,,,,,
,Male 1 year,47309,46966,46596,,,,,,
,Male 10-11 years,83906,85559,87161,,,,,,
,Male 10-14 years,205243,208961,212477,,,,,,
,Male 12 years,41170,41878,42577,,,,,,
,Male 13 years,40461,41140,41775,,,,,,
,Male 14 years,39705,40385,40964,,,,,,
,Male 15 years,39058,39721,40232,,,,,,
,Male 15-19 years,193415,196881,199320,,,,,,
,Male 16 years,38465,39091,39515,,,,,,
,Male 17 years,38228,38863,39264,,,,,,
,Male 18-19 years,77663,79207,80309,,,,,,
,Male 20-24 years,208625,213585,218005,,,,,,
,Male 25-29 years,238206,240511,243830,,,,,,
,Male 30-34 years,241156,253485,256787,,,,,,
,Male 35-39 years,218048,212933,218322,,,,,,
,Male 40-44 years,219881,220171,221540,,,,,,
,Male 45-49 years,191060,197305,202171,,,,,,
,Male 5 years,45084,45888,46588,,,,,,
,Male 50-54 years,145923,152495,159144,,,,,,
,Male 55-59 years,109426,113638,118479,,,,,,
,Male 60-64 years,83051,86272,89374,,,,,,
,Male 65-69 years,59595,61782,64158,,,,,,
,Male 70-74 years,40233,42389,44368,,,,,,
,Male 75-79 years,21000,22937,25217,,,,,,
,Male 80 years and older,12895,13880,14900,,,,,,
,Male under 1 year,47815,46953,46119,,,,,,
Sum of All Estimated ,,6975929,7112968,7246719,,,,,,
gp City of Tshwane Metropolitan Municipality,Female 00-04 years,159761,159710,159378,,,,,,
,Female 02-04 years,94360,95506,96340,,,,,,
,Female 05-09 years,148758,152595,156065,,,,,,
,Female 06-09 years,118204,121285,124118,,,,,,
,Female 1 year,32433,32110,31763,,,,,,
,Female 10-11 years,57033,58013,59088,,,,,,
,Female 10-14 years,139417,141745,144164,,,,,,
,Female 12 years,28028,28356,28767,,,,,,
,Female 13 years,27486,27904,28334,,,,,,
,Female 14 years,26869,27473,27974,,,,,,
,Female 15 years,26350,27110,27662,,,,,,
,Female 15-19 years,130039,134251,137176,,,,,,
,Female 16 years,25884,26812,27409,,,,,,
,Female 17 years,25675,26665,27283,,,,,,
,Female 18-19 years,52131,53664,54822,,,,,,
,Female 20-24 years,141536,142472,144528,,,,,,
,Female 25-29 years,168944,169495,169822,,,,,,
,Female 30-34 years,169200,175587,178097,,,,,,
,Female 35-39 years,149652,151103,155743,,,,,,
,Female 40-44 years,129043,133229,138401,,,,,,
,Female 45-49 years,107952,111007,114387,,,,,,
,Female 5 years,30554,31310,31947,,,,,,
,Female 50-54 years,89697,93032,96090,,,,,,
,Female 55-59 years,72242,74114,76502,,,,,,
,Female 60-64 years,59611,61746,63566,,,,,,
,Female 65-69 years,44494,46315,48251,,,,,,
,Female 70-74 years,32480,33720,35052,,,,,,
,Female 75-79 years,21169,22640,23884,,,,,,
,Female 80 years and older,16821,17692,18581,,,,,,
,Female under 1 year,32969,32094,31275,,,,,,
,Male 00-04 years,163501,163392,162997,,,,,,
,Male 02-04 years,96380,97466,98218,,,,,,
,Male 05-09 years,151547,155328,158684,,,,,,
,Male 06-09 years,120402,123450,126202,,,,,,
,Male 1 year,33241,32913,32563,,,,,,
,Male 10-11 years,58084,59097,60194,,,,,,
,Male 10-14 years,141764,144175,146692,,,,,,
,Male 12 years,28530,28883,29321,,,,,,
,Male 13 years,27926,28363,28820,,,,,,
,Male 14 years,27224,27833,28357,,,,,,
,Male 15 years,26622,27376,27946,,,,,,
,Male 15-19 years,130613,134742,137725,,,,,,
,Male 16 years,26075,26982,27590,,,,,,
,Male 17 years,25786,26747,27373,,,,,,
,Male 18-19 years,52130,53636,54816,,,,,,
,Male 20-24 years,140482,141454,143514,,,,,,
,Male 25-29 years,167440,167511,167418,,,,,,
,Male 30-34 years,166834,175493,177614,,,,,,
,Male 35-39 years,142758,142118,147886,,,,,,
,Male 40-44 years,129872,132714,136333,,,,,,
,Male 45-49 years,109956,112385,115014,,,,,,
,Male 5 years,31145,31879,32482,,,,,,
,Male 50-54 years,90614,93617,96324,,,,,,
,Male 55-59 years,71385,73244,75478,,,,,,
,Male 60-64 years,56210,58040,59705,,,,,,
,Male 65-69 years,39303,41027,42759,,,,,,
,Male 70-74 years,25175,26220,27443,,,,,,
,Male 75-79 years,14689,15564,16261,,,,,,
,Male 80 years and older,8266,8751,9256,,,,,,
,Male under 1 year,33880,33014,32216,,,,,,
Sum of All Estimated ,,4696626,4792169,4883670,,,,,,
gp Ekurhuleni Metropolitan Municipality,Female 00-04 years,152196,152108,151891,,,,,,
,Female 02-04 years,89593,90077,90456,,,,,,
,Female 05-09 years,143810,145138,146368,,,,,,
,Female 06-09 years,114685,115709,116667,,,,,,
,Female 1 year,30935,30781,30606,,,,,,
,Female 10-11 years,56966,57091,57235,,,,,,
,Female 10-14 years,141435,141663,141814,,,,,,
,Female 12 years,28442,28410,28389,,,,,,
,Female 13 years,28189,28205,28194,,,,,,
,Female 14 years,27838,27957,27995,,,,,,
,Female 15 years,27553,27763,27841,,,,,,
,Female 15-19 years,137060,138620,139343,,,,,,
,Female 16 years,27290,27596,27712,,,,,,
,Female 17 years,27193,27558,27710,,,,,,
,Female 18-19 years,55025,55703,56079,,,,,,
,Female 20-24 years,144444,145605,146859,,,,,,
,Female 25-29 years,157774,158781,160004,,,,,,
,Female 30-34 years,150627,156014,157946,,,,,,
,Female 35-39 years,133236,132062,134187,,,,,,
,Female 40-44 years,125143,125599,126982,,,,,,
,Female 45-49 years,111076,113264,114919,,,,,,
,Female 5 years,29125,29429,29700,,,,,,
,Female 50-54 years,93369,95251,97179,,,,,,
,Female 55-59 years,78374,79833,81462,,,,,,
,Female 60-64 years,64638,66496,68050,,,,,,
,Female 65-69 years,48266,50202,52139,,,,,,
,Female 70-74 years,34089,35544,37078,,,,,,
,Female 75-79 years,21590,23038,24314,,,,,,
,Female 80 years and older,16288,17276,18285,,,,,,
,Female under 1 year,31668,31250,30829,,,,,,
,Male 00-04 years,155654,155525,155266,,,,,,
,Male 02-04 years,91549,92023,92376,,,,,,
,Male 05-09 years,146141,147551,148843,,,,,,
,Male 06-09 years,116462,117559,118579,,,,,,
,Male 1 year,31671,31504,31318,,,,,,
,Male 10-11 years,57693,57871,58079,,,,,,
,Male 10-14 years,143442,143649,143806,,,,,,
,Male 12 years,28813,28801,28808,,,,,,
,Male 13 years,28607,28602,28578,,,,,,
,Male 14 years,28330,28374,28341,,,,,,
,Male 15 years,28129,28212,28162,,,,,,
,Male 15-19 years,141169,142018,141972,,,,,,
,Male 16 years,27960,28075,28001,,,,,,
,Male 17 years,27984,28143,28084,,,,,,
,Male 18-19 years,57097,57588,57725,,,,,,
,Male 20-24 years,152882,154767,156488,,,,,,
,Male 25-29 years,170595,171237,172458,,,,,,
,Male 30-34 years,164946,172958,174629,,,,,,
,Male 35-39 years,140447,137797,141661,,,,,,
,Male 40-44 years,138463,137292,137262,,,,,,
,Male 45-49 years,126457,128217,129123,,,,,,
,Male 5 years,29679,29992,30264,,,,,,
,Male 50-54 years,104893,107194,109421,,,,,,
,Male 55-59 years,84948,86859,88896,,,,,,
,Male 60-64 years,67045,68917,70608,,,,,,
,Male 65-69 years,48497,50360,52181,,,,,,
,Male 70-74 years,31851,33548,35234,,,,,,
,Male 75-79 years,17381,18850,20376,,,,,,
,Male 80 years and older,9554,10444,11362,,,,,,
,Male under 1 year,32434,31999,31573,,,,,,
Sum of All Estimated ,,4758690,4809949,4857707,,,,,,
gp Sedibeng District Municipality,Female 00-04 years,45526,45384,45233,,,,,,
,Female 02-04 years,27061,27117,27169,,,,,,
,Female 05-09 years,43712,44132,44503,,,,,,
,Female 06-09 years,34836,35187,35492,,,,,,
,Female 1 year,9185,9118,9049,,,,,,
,Female 10-11 years,17044,17196,17306,,,,,,
,Female 10-14 years,41821,42256,42564,,,,,,
,Female 12 years,8413,8481,8524,,,,,,
,Female 13 years,8269,8359,8421,,,,,,
,Female 14 years,8095,8219,8312,,,,,,
,Female 15 years,7938,8092,8211,,,,,,
,Female 15-19 years,38859,39672,40371,,,,,,
,Female 16 years,7787,7971,8117,,,,,,
,Female 17 years,7694,7886,8045,,,,,,
,Female 18-19 years,15439,15724,15999,,,,,,
,Female 20-24 years,40149,40148,40405,,,,,,
,Female 25-29 years,44206,43750,43321,,,,,,
,Female 30-34 years,42635,43984,44167,,,,,,
,Female 35-39 years,37269,37082,37772,,,,,,
,Female 40-44 years,33288,33908,34697,,,,,,
,Female 45-49 years,28260,28774,29316,,,,,,
,Female 5 years,8876,8945,9011,,,,,,
,Female 50-54 years,24824,25011,25233,,,,,,
,Female 55-59 years,22231,22338,22472,,,,,,
,Female 60-64 years,19517,19804,20000,,,,,,
,Female 65-69 years,15075,15656,16179,,,,,,
,Female 70-74 years,10448,10866,11343,,,,,,
,Female 75-79 years,6881,7221,7477,,,,,,
,Female 80 years and older,5254,5562,5877,,,,,,
,Female under 1 year,9280,9150,9015,,,,,,
,Male 00-04 years,46561,46316,46033,,,,,,
,Male 02-04 years,27565,27634,27658,,,,,,
,Male 05-09 years,43972,44551,45028,,,,,,
,Male 06-09 years,34996,35475,35873,,,,,,
,Male 1 year,9429,9321,9211,,,,,,
,Male 10-11 years,17035,17216,17373,,,,,,
,Male 10-14 years,41817,42252,42620,,,,,,
,Male 12 years,8404,8472,8532,,,,,,
,Male 13 years,8268,8349,8416,,,,,,
,Male 14 years,8110,8215,8299,,,,,,
,Male 15 years,7972,8096,8193,,,,,,
,Male 15-19 years,39301,39944,40465,,,,,,
,Male 16 years,7841,7985,8092,,,,,,
,Male 17 years,7775,7924,8035,,,,,,
,Male 18-19 years,15714,15939,16145,,,,,,
,Male 20-24 years,41507,41543,41821,,,,,,
,Male 25-29 years,46064,45720,45368,,,,,,
,Male 30-34 years,44148,46090,46273,,,,,,
,Male 35-39 years,37180,36620,37702,,,,,,
,Male 40-44 years,34023,34400,34953,,,,,,
,Male 45-49 years,28615,29159,29668,,,,,,
,Male 5 years,8976,9076,9155,,,,,,
,Male 50-54 years,23937,24166,24453,,,,,,
,Male 55-59 years,20646,20678,20750,,,,,,
,Male 60-64 years,17346,17518,17620,,,,,,
,Male 65-69 years,12857,13147,13400,,,,,,
,Male 70-74 years,8373,8704,9016,,,,,,
,Male 75-79 years,4494,4777,5063,,,,,,
,Male 80 years and older,2249,2399,2554,,,,,,
,Male under 1 year,9567,9361,9164,,,,,,
Sum of All Estimated ,,1334614,1348040,1360534,,,,,,
gp West Rand District Municipality,Female 00-04 years,40604,40484,40305,,,,,,
,Female 02-04 years,23840,24000,24108,,,,,,
,Female 05-09 years,37566,38143,38651,,,,,,
,Female 06-09 years,29882,30336,30740,,,,,,
,Female 1 year,8279,8194,8101,,,,,,
,Female 10-11 years,14626,14708,14792,,,,,,
,Female 10-14 years,36333,36388,36469,,,,,,
,Female 12 years,7270,7266,7270,,,,,,
,Female 13 years,7235,7223,7218,,,,,,
,Female 14 years,7201,7191,7189,,,,,,
,Female 15 years,7176,7165,7163,,,,,,
,Female 15-19 years,35887,35905,35926,,,,,,
,Female 16 years,7155,7141,7138,,,,,,
,Female 17 years,7153,7146,7146,,,,,,
,Female 18-19 years,14403,14454,14479,,,,,,
,Female 20-24 years,36725,37189,37438,,,,,,
,Female 25-29 years,37180,37408,37804,,,,,,
,Female 30-34 years,34989,36227,36594,,,,,,
,Female 35-39 years,30845,30431,30843,,,,,,
,Female 40-44 years,29339,29328,29488,,,,,,
,Female 45-49 years,27203,27145,27089,,,,,,
,Female 5 years,7684,7807,7910,,,,,,
,Female 50-54 years,24775,24992,25096,,,,,,
,Female 55-59 years,20770,21186,21592,,,,,,
,Female 60-64 years,16357,16973,17498,,,,,,
,Female 65-69 years,11422,11997,12591,,,,,,
,Female 70-74 years,7512,7877,8285,,,,,,
,Female 75-79 years,4428,4710,4961,,,,,,
,Female 80 years and older,2196,2276,2358,,,,,,
,Female under 1 year,8485,8289,8095,,,,,,
,Male 00-04 years,41993,41805,41520,,,,,,
,Male 02-04 years,24385,24608,24722,,,,,,
,Male 05-09 years,37675,38393,38991,,,,,,
,Male 06-09 years,29925,30476,30949,,,,,,
,Male 1 year,8639,8515,8383,,,,,,
,Male 10-11 years,14640,14672,14744,,,,,,
,Male 10-14 years,36330,36261,36297,,,,,,
,Male 12 years,7287,7236,7222,,,,,,
,Male 13 years,7234,7191,7174,,,,,,
,Male 14 years,7169,7162,7158,,,,,,
,Male 15 years,7123,7144,7149,,,,,,
,Male 15-19 years,35502,35809,35927,,,,,,
,Male 16 years,7088,7137,7151,,,,,,
,Male 17 years,7075,7146,7169,,,,,,
,Male 18-19 years,14217,14382,14458,,,,,,
,Male 20-24 years,36597,37017,37362,,,,,,
,Male 25-29 years,39368,39481,39778,,,,,,
,Male 30-34 years,37123,38966,39338,,,,,,
,Male 35-39 years,29992,29534,30477,,,,,,
,Male 40-44 years,28957,28463,28279,,,,,,
,Male 45-49 years,28559,28018,27460,,,,,,
,Male 5 years,7750,7916,8042,,,,,,
,Male 50-54 years,28444,27673,26914,,,,,,
,Male 55-59 years,27353,27132,26765,,,,,,
,Male 60-64 years,22254,23080,23631,,,,,,
,Male 65-69 years,13917,14896,15886,,,,,,
,Male 70-74 years,6970,7644,8398,,,,,,
,Male 75-79 years,2677,2913,3173,,,,,,
,Male 80 years and older,422,422,423,,,,,,
,Male under 1 year,8969,8682,8415,,,,,,
Sum of All Estimated ,,1190154,1199353,1207692,,,,,,
Total Gauteng, ,18956013,19262479,19556322,,,,,,
kz Amajuba District Municipality,Female 00-04 years,36666,36921,37203,,,,,,
,Female 02-04 years,21838,21922,22046,,,,,,
,Female 05-09 years,36119,36310,36490,,,,,,
,Female 06-09 years,28878,29053,29205,,,,,,
,Female 1 year,7371,7439,7507,,,,,,
,Female 10-11 years,14341,14536,14666,,,,,,
,Female 10-14 years,34914,35612,36137,,,,,,
,Female 12 years,7080,7211,7300,,,,,,
,Female 13 years,6881,7048,7176,,,,,,
,Female 14 years,6612,6817,6995,,,,,,
,Female 15 years,6354,6598,6822,,,,,,
,Female 15-19 years,29737,30913,32118,,,,,,
,Female 16 years,6093,6382,6658,,,,,,
,Female 17 years,5879,6170,6460,,,,,,
,Female 18-19 years,11410,11763,12178,,,,,,
,Female 20-24 years,27573,27167,27134,,,,,,
,Female 25-29 years,28424,28527,28348,,,,,,
,Female 30-34 years,25227,26163,26517,,,,,,
,Female 35-39 years,19964,20666,21655,,,,,,
,Female 40-44 years,14545,15281,16232,,,,,,
