ADM0_PCODE,ADM0_EN,ADM1_PCODE,ADM1_ID,ADM1_EN,ADM1_TYPE,ADM2_PCODE,ADM2_ID,ADM2_EN,ADM2_TYPE,ADM3_PCODE,ADM3_ID,ADM3_EN,ADM3_REF,ADM3_TYPE,POP_SOURCE,p0_04,p05_09,p10_14,p15_19,p20_24,p25_29,p30_34,p35_39,p40_44,p45_49,p50_54,p55_59,p60_64,p65_69,p70_74,p75_79,p80_84,p85plus,p_Total
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA307,DC7,Pixley ka Seme,District Municipality,ZA3077,NC077,Siyathemba,Siyathemba,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,2032,1831,1776,2127,2470,2173,2381,1545,1564,1453,852,784,706,563,364,238,157,61,23075
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA307,DC7,Pixley ka Seme,District Municipality,ZA3078,NC078,Siyancuma,Siyancuma,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,3177,3128,3106,4433,3852,3269,2835,2211,2398,1909,1529,934,1005,748,727,399,175,106,35941
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA308,DC8,Z F Mgcawu,District Municipality,ZA3082,NC082,Kai Garib,Kai !Garib,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,5335,4749,5582,7939,8043,7333,7222,4862,3684,3253,2757,2657,2181,1149,819,734,427,203,68929
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA308,DC8,Z F Mgcawu,District Municipality,ZA3084,NC084,Kheis,!Kheis,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,1936,1683,2122,1667,1182,1029,1413,1028,1388,743,728,472,420,238,308,128,70,12,16566
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA308,DC8,Z F Mgcawu,District Municipality,ZA3085,NC085,Tsantsabane,Tsantsabane,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,3572,3254,3358,3664,4073,5029,3806,2847,2316,1927,1460,1448,939,727,514,319,83,8,39345
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA308,DC8,Z F Mgcawu,District Municipality,ZA3086,NC086,Kgatelopele,Kgatelopele,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,2178,1861,1738,2049,2232,1906,1777,1396,1259,1195,1108,734,343,456,293,58,55,54,20691
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA308,DC8,Z F Mgcawu,District Municipality,ZA3087,NC087,Dawid Kruiper,Dawid Kruiper,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,10470,9883,10324,11324,10130,8266,8429,7736,7308,6063,4470,3874,2865,2263,1587,1227,579,363,107161
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA309,DC9,Frances Baard,District Municipality,ZA3091,NC091,Sol Plaatjie,Sol Plaatjie,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,24375,22806,21918,22129,22295,21376,18966,19560,16716,14294,12701,9522,7916,8122,5243,3569,2010,1525,255041
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA309,DC9,Frances Baard,District Municipality,ZA3092,NC092,Dikgatlong,Dikgatlong,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,4898,5309,4561,4371,3995,4112,2931,3290,2641,2618,2347,2078,1528,1541,1025,549,413,266,48473
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA309,DC9,Frances Baard,District Municipality,ZA3093,NC093,Magareng,Magareng,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,2448,2428,2228,2330,2047,1737,1520,1483,1696,1088,984,955,844,1078,418,249,233,295,24059
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA309,DC9,Frances Baard,District Municipality,ZA3094,NC094,Phokwane,Phokwane,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,6921,6196,5736,4835,4498,4935,4262,4204,3277,2912,2716,2631,1850,1942,1614,928,470,239,60168
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA345,DC45,John Taolo Gaetsewe,District Municipality,ZA3451,NC451,Joe Morolong,Joe Morolong,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,12561,10278,9438,8146,7377,6428,5243,4652,3388,3016,2964,2554,2406,1907,1958,837,516,532,84201
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA345,DC45,John Taolo Gaetsewe,District Municipality,ZA3452,NC452,Ga-Segonyana,Ga-Segonyana,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,12376,10793,9435,10141,10169,10886,9800,7314,5741,4622,3230,3141,2215,1708,1348,733,503,253,104408
ZA,South Africa,ZA3,NC,Nothern Cape,Province,ZA345,DC45,John Taolo Gaetsewe,District Municipality,ZA3453,NC453,Gamagara,Gamagara,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,4771,3607,4065,6342,6420,7549,5605,4077,2625,2752,1964,1605,1038,501,392,126,138,79,53656
ZA,South Africa,ZA2,EC,Eastern Cape,Province,ZA293,NMA,Nelson Mandela Bay,Metropolitan Municipality,ZA2930,NMA,Nelson Mandela Bay,Nelson Mandela Bay,Metropolitan Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,125120,133005,127897,95403,111088,103622,93679,83983,78082,70900,62299,58164,45772,31660,20439,11920,5922,4096,1263051
ZA,South Africa,ZA6,NW,North West,Province,ZA637,DC37,Bojanala,District Municipality,ZA6371,NW371,Moretele,Moretele,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,24496,22587,20988,15732,14924,15160,12102,11614,9384,8115,7106,7133,6967,5679,4370,2144,1454,1347,191306
ZA,South Africa,ZA6,NW,North West,Province,ZA637,DC37,Bojanala,District Municipality,ZA6372,NW372,Local Municipality of Madibeng,Local Municipality of Madibeng,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,59647,53164,44820,40520,48191,53372,44387,41344,34299,28229,25141,21196,16505,10490,7428,3606,2181,1589,536110
ZA,South Africa,ZA6,NW,North West,Province,ZA637,DC37,Bojanala,District Municipality,ZA6373,NW373,Rustenburg,Rustenburg,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,68525,57418,50290,45564,54501,66316,58798,53915,43487,39963,30352,23771,14804,8335,5334,2559,1567,1021,626522
ZA,South Africa,ZA6,NW,North West,Province,ZA637,DC37,Bojanala,District Municipality,ZA6374,NW374,Kgetlengrivier,Kgetlengrivier,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,6678,7149,6196,4444,4710,4625,3555,3833,3914,3586,2751,2751,2154,836,1035,566,688,89,59562
ZA,South Africa,ZA6,NW,North West,Province,ZA637,DC37,Bojanala,District Municipality,ZA6375,NW375,Moses Kotane,Moses Kotane,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,29789,26536,24600,18575,19325,19171,16914,15291,13530,11827,10763,10783,8824,6601,5264,2830,1596,1429,243648
ZA,South Africa,ZA6,NW,North West,Province,ZA638,DC38,Ngaka Modiri Molema,District Municipality,ZA6381,NW381,Ratlou,Ratlou,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,12512,11521,10368,13655,10501,8545,6717,4860,4704,4218,3897,4131,3323,2577,2111,1306,558,604,106108
ZA,South Africa,ZA6,NW,North West,Province,ZA638,DC38,Ngaka Modiri Molema,District Municipality,ZA6382,NW382,Tswaing,Tswaing,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,14019,12006,11902,17613,11748,11905,9280,8361,6559,5816,5069,4338,3657,2269,2039,1241,593,635,129052
ZA,South Africa,ZA6,NW,North West,Province,ZA638,DC38,Ngaka Modiri Molema,District Municipality,ZA6383,NW383,Mafikeng,Mafikeng,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,27613,25475,23607,37381,39238,33195,27748,19223,17868,16234,13264,11830,8304,5521,3847,1896,1116,1034,314394
ZA,South Africa,ZA6,NW,North West,Province,ZA638,DC38,Ngaka Modiri Molema,District Municipality,ZA6384,NW384,Ditsobotla,Ditsobotla,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,16999,16820,15223,20260,18826,18101,15458,12038,10377,9446,7525,6562,5542,3856,2416,1300,599,518,181865
ZA,South Africa,ZA6,NW,North West,Province,ZA638,DC38,Ngaka Modiri Molema,District Municipality,ZA6385,NW385,Ramotshere Moiloa,Ramotshere Moiloa,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,14776,13859,13441,18428,15060,15151,12028,9360,8629,7776,6710,6032,6055,3954,3158,1384,950,938,157690
ZA,South Africa,ZA6,NW,North West,Province,ZA639,DC39,Dr Ruth Segomotsi Mompati,District Municipality,ZA6392,NW392,Naledi,Naledi,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,7464,6719,6206,6522,7010,7122,6329,4217,3657,3258,2852,2413,1855,1296,912,471,325,175,68803
ZA,South Africa,ZA6,NW,North West,Province,ZA639,DC39,Dr Ruth Segomotsi Mompati,District Municipality,ZA6393,NW393,Mamusa,Mamusa,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,7842,7170,8034,7147,6183,5552,5357,3203,2899,2286,2168,1924,1369,1021,852,389,304,299,64000
ZA,South Africa,ZA6,NW,North West,Province,ZA639,DC39,Dr Ruth Segomotsi Mompati,District Municipality,ZA6394,NW394,Greater Taung,Greater Taung,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,20303,19715,17295,20417,17041,13437,10899,7612,6444,6185,5574,5356,4987,4749,3671,1859,1165,1118,167827
ZA,South Africa,ZA6,NW,North West,Province,ZA639,DC39,Dr Ruth Segomotsi Mompati,District Municipality,ZA6396,NW396,Lekwa-Teemane,Lekwa-Teemane,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,5815,6398,5498,5547,5563,5796,4812,2885,2724,2346,1993,1935,1597,1093,1027,537,308,149,56025
ZA,South Africa,ZA6,NW,North West,Province,ZA639,DC39,Dr Ruth Segomotsi Mompati,District Municipality,ZA6397,NW397,Kagisano/Molopo,Kagisano/Molopo,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,13866,11766,11289,11392,9740,8417,6623,5451,4540,3964,3886,3446,2662,2127,1722,872,450,490,102703
ZA,South Africa,ZA6,NW,North West,Province,ZA640,DC40,Dr Kenneth Kaunda,District Municipality,ZA6403,NW403,City of Matlosana,City of Matlosana,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,43693,41224,36549,35137,33907,38625,34995,31004,27177,24416,20405,17320,12479,8218,5806,3419,1877,1030,417282
ZA,South Africa,ZA6,NW,North West,Province,ZA640,DC40,Dr Kenneth Kaunda,District Municipality,ZA6404,NW404,Maquassi Hills,Maquassi Hills,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,10066,9514,8177,7085,6103,7061,6648,6053,4830,3709,3789,2873,2460,1430,1054,553,275,333,82012
ZA,South Africa,ZA6,NW,North West,Province,ZA640,DC40,Dr Kenneth Kaunda,District Municipality,ZA6405,NW405,Ventersdorp/Tlokwe,Ventersdorp/Tlokwe,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,23405,24143,21176,22100,26141,21186,17929,16469,15093,14109,11790,10544,7566,4243,3448,2154,1092,940,243527
ZA,South Africa,ZA7,GT,Gauteng,Province,ZA799,TSH,City of Tshwane,Metropolitan Municipality,ZA7990,TSH,City of Tshwane,City of Tshwane,Metropolitan Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,316549,279464,244857,230111,308736,324081,288373,280282,233370,199775,164176,129757,100111,71230,51305,29041,13906,10027,3275152
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA101,DC1,West Coast,District Municipality,ZA1011,WC011,Matzikama,Matzikama,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,7411,6340,5767,6146,6208,6171,6089,5016,5083,4127,3664,2885,1976,1545,1123,946,351,198,71045
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA101,DC1,West Coast,District Municipality,ZA1012,WC012,Cederberg,Cederberg,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,5016,4193,4533,4675,4912,3749,4947,3745,3754,3257,3073,1984,1927,1251,854,673,303,104,52949
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA101,DC1,West Coast,District Municipality,ZA1013,WC013,Bergrivier,Bergrivier,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,6045,5842,5671,5748,5126,5700,5630,4453,4655,3964,4078,3216,2798,1917,890,917,542,282,67474
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA101,DC1,West Coast,District Municipality,ZA1014,WC014,Saldanha Bay,Saldanha Bay,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,10612,9323,8488,8421,10919,11777,9532,8635,8215,6242,5024,4435,3477,2492,1678,1182,569,152,111173
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA101,DC1,West Coast,District Municipality,ZA1015,WC015,Swartland,Swartland,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,12443,11542,9887,12316,11456,11819,12133,8487,9476,8511,7389,6156,4725,3185,1902,1338,540,456,133762
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA102,DC2,Cape Winelands,District Municipality,ZA1022,WC022,Witzenberg,Witzenberg,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,12315,10396,10598,13154,12839,13099,11017,9439,9567,8567,5829,5305,3802,1996,1311,758,305,251,130548
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA102,DC2,Cape Winelands,District Municipality,ZA1023,WC023,Drakenstein,Drakenstein,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,25119,24429,24440,22622,28335,23677,23056,18158,19498,18130,15496,14327,9936,5540,3694,1971,971,794,280195
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA102,DC2,Cape Winelands,District Municipality,ZA1024,WC024,Stellenbosch,Stellenbosch,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,14178,13742,13276,16037,23715,18997,14619,10577,9194,9683,8664,7397,5978,2800,2132,982,801,427,173197
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA102,DC2,Cape Winelands,District Municipality,ZA1025,WC025,Breede Valley,Breede Valley,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,15462,16839,18889,16159,16301,14910,13174,10890,12566,12044,8381,7546,5201,3219,2089,1873,643,391,176578
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA102,DC2,Cape Winelands,District Municipality,ZA1026,WC026,Langeberg,Langeberg,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,10951,10042,10032,10204,8351,9057,6886,6960,7317,6614,5349,4873,3398,2026,1343,1129,563,389,105483
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA103,DC3,Overberg,District Municipality,ZA1031,WC031,Theewaterskloof,Theewaterskloof,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,11187,10639,10484,10409,10341,9484,9686,7918,8883,7187,6474,5350,3539,2394,1472,993,506,222,117167
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA103,DC3,Overberg,District Municipality,ZA1032,WC032,Overstrand,Overstrand,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,8203,7085,7130,7231,7060,8043,8269,6377,5737,5610,4148,3982,3409,3609,3076,2273,1407,758,93407
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA103,DC3,Overberg,District Municipality,ZA1033,WC033,Cape Agulhas,Cape Agulhas,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,2699,3096,3057,2432,3083,2936,2889,2580,2251,2578,2262,1953,1359,1061,782,436,339,205,36000
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA103,DC3,Overberg,District Municipality,ZA1034,WC034,Swellendam,Swellendam,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,3824,3593,3767,4003,2758,2933,2897,2831,2961,2567,2312,1907,1283,812,823,406,301,233,40211
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA104,DC4,Eden,District Municipality,ZA1041,WC041,Kannaland,Kannaland,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,2292,2334,2074,1838,1763,2247,1974,1369,1801,1485,979,1251,983,653,513,317,226,70,24168
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA104,DC4,Eden,District Municipality,ZA1042,WC042,Hessequa,Hessequa,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,4124,4269,4592,4231,3618,4244,3717,3295,3789,3523,3347,2947,2447,2104,1766,1142,676,409,54237
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA104,DC4,Eden,District Municipality,ZA1043,WC043,Mossel Bay,Mossel Bay,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,6223,7731,7438,8358,7563,8004,7499,6327,6167,5273,4687,4458,4271,3904,2755,2027,989,462,94135
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA104,DC4,Eden,District Municipality,ZA1044,WC044,George,George,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,17901,17636,18043,19073,17990,17658,17926,14992,14361,13420,11037,7972,7021,4856,3577,2743,1175,856,208237
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA104,DC4,Eden,District Municipality,ZA1045,WC045,Oudtshoorn,Oudtshoorn,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,8477,9390,9177,9549,7874,8066,6732,6620,6949,5616,4805,3975,3275,2390,2131,1490,576,416,97509
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA104,DC4,Eden,District Municipality,ZA1047,WC047,Bitou,Bitou,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,5054,5156,4806,4571,5123,6230,5457,4568,4042,3420,3106,2450,1563,1340,1031,735,323,183,59157
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA104,DC4,Eden,District Municipality,ZA1048,WC048,Knysna,Knysna,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,5923,6414,5956,6570,6385,6471,6279,6022,5469,3606,3547,3046,2114,2510,1782,906,501,336,73835
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA105,DC5,Central Karoo,District Municipality,ZA1051,WC051,Laingsburg,Laingsburg,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,684,582,663,914,863,947,529,679,698,514,380,431,296,213,249,80,87,86,8895
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA105,DC5,Central Karoo,District Municipality,ZA1052,WC052,Prince Albert,Prince Albert,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,1074,1190,1087,1641,1624,1446,896,753,1052,905,738,431,367,415,170,357,77,50,14272
ZA,South Africa,ZA1,WC,Western Cape,Province,ZA105,DC5,Central Karoo,District Municipality,ZA1053,WC053,Beaufort West,Beaufort West,Local Municipality,Statistics South Africa 2016 Commmunity Survey Population by 5yr age group by Local Municipality,4734,4460,4387,5790,4765,4338,4184,3350,2890,3000,2252,1902,1479,1631,861,652,226,179,51080
