date,YYYYMMDD,Tshwane	Cases,Tshwane	Recoveries,Tshwane	Deaths,Tshwane 1	Cases,Tshwane 2	Cases,Tshwane 3	Cases,Tshwane 4	Cases,Tshwane 5	Cases,Tshwane 6	Cases,Tshwane 7	Cases,Tswhane Unallocated	Cases,Tshwane 1	Recoveries,Tshwane 2	Recoveries,Tshwane 3	Recoveries,Tshwane 4	Recoveries,Tshwane 5	Recoveries,Tshwane 6	Recoveries,Tshwane 7	Recoveries,source,Comment
08-10-2020,20201008,49601,43020,1079,11026,3664,15397,7554,1097,9439,1308,116,9807,2724,15309,5835,734,7559,1052,GDOH Media Release 9 October 2020,
09-10-2020,20201009,49707,43104,1088,11043,3674,15424,7572,1102,9466,1310,116,9821,2729,15341,5851,734,7576,1052,GDOH Media Release 10 October 2020,
10-10-2020,20201010,49803,43212,1090,11068,3677,15451,7587,1105,9485,1314,116,,,,,,,,GDOH Media Release 11 October 2020,
11-10-2020,20201011,49892,43320,1091,11083,3681,15476,7601,1107,9510,1318,116,9865,2749,15411,5877,738,7619,1061,https://twitter.com/GautengHealth/status/1315678871690383360,
12-10-2020,20201012,49939,43396,1096,11100,3684,15488,7607,1107,9518,1319,116,9873,2761,15429,5893,739,7638,1063,https://twitter.com/GautengHealth/status/1315997840037097473/,
13-10-2020,20201013,50024,43485,1098,11109,3691,15537,7617,1107,9527,1320,116,9893,2763,15465,5898,742,7660,1064,https://twitter.com/GautengHealth/status/1316370462943969282,
14-10-2020,20201014,50174,43541,1098,11135,3693,15517,7631,1112,9561,1324,201,9903,2764,15487,5905,743,7674,1065,https://twitter.com/GautengHealth/status/1317438574954991618,
15-10-2020,20201015,50277,43559,1099,11152,3702,15551,7640,1114,9588,1329,201,9908,2767,15492,5907,744,7676,1065,https://twitter.com/GautengHealth/status/1317074967650062336,
16-10-2020,20201016,50429,43730,1103,11176,3714,15596,7671,1119,9618,1334,201,9946,2780,15538,5934,748,7711,1073,https://twitter.com/GautengHealth/status/1317438574954991618/,
17-10-2020,20201017,50536,43809,1105,11189,3727,15634,7686,1123,9639,1335,203,9959,2788,15557,5952,750,7728,1075,GDOH Medial Release18 October 2020,
18-10-2020,20201018,50659,47311,1105,11201,3735,15703,7700,1125,9656,1335,204,10765,3060,17008,6498,794,8083,1103,https://twitter.com/GautengHealth/status/1318191574967291910,Sedibeng deaths corrected later
19-10-2020,20201019,50787,47413,1107,11226,3746,15734,7728,1125,9688,1336,204,10787,3063,17044,6512,798,8102,1107,https://twitter.com/GautengHealth/status/1318538596085866501,
20-10-2020,20201020,50856,47508,1108,11235,3751,15759,7744,1126,9700,1337,204,10807,3067,17065,6527,803,8130,1109,https://twitter.com/GautengHealth/status/1318885765934403584,
21-10-2020,20201021,50987,47607,1112,11253,3763,15798,7767,1127,9735,1340,204,10822,3076,17102,6546,804,8148,1109,https://twitter.com/GautengHealth/status/1319218778018893825,
22-10-2020,20201022,51123,47670,1114,11293,3769,15838,7787,1130,9762,1340,204,10832,3080,17118,6556,805,8168,1111,https://twitter.com/GautengHealth/status/1319658918226874369,
23-10-2020,20201023,51224,47847,1117,11319,3774,15865,7803,1133,9782,1344,204,10868,3091,17179,6579,809,8201,1120,GDOH Media Release 24 October 2020,
24-10-2020,20201024,51352,47973,1120,11337,3779,15918,7819,1134,9809,1352,204,10891,3100,17221,6592,815,8229,1125,GDOH Media Release 25 October 2020,
25-10-2020,20201025,51445,48099,1122,11350,3783,15953,7825,1139,9839,1352,204,10904,3116,17267,6610,816,8256,1130,GDOH Media Release 26 October 2020,
26-10-2020,20201026,51488,48230,1126,11364,3786,15961,7833,1140,9846,1354,204,10927,3130,17298,6644,820,8279,1132,GDOH Media Release 27 October 2020,
27-10-2020,20201027,51564,48359,1127,11372,3795,15982,7833,1155,9868,1355,204,10942,3142,17341,6662,825,8315,1132,https://twitter.com/GautengHealth/status/1321407153715007490,
28-10-2020,20201028,51679,48413,1127,11392,3808,16015,7856,1156,9892,1356,204,10946,3150,17364,6672,827,8321,1133,GDOH Media Release 29 October 2020,
29-10-2020,20201029,51782,48440,1131,11412,3813,16042,7872,1158,9919,1362,204,10951,3154,17376,6676,827,8323,1133,https://twitter.com/GautengHealth/status/1322161165833744391/photo/1,
30-10-2020,20201030,51881,48617,1133,11426,3818,16077,7886,1160,9943,1367,204,10996,3167,17427,6698,831,8360,1138,GDOH Media Release 31 October 2020,
31-10-2020,20201031,51958,48758,1135,11439,3822,16109,7896,1163,9954,1371,204,11020,3175,17477,6712,834,8398,1142,https://twitter.com/GautengHealth/status/1322910039494053895/,
01-11-2020,20201101,52020,48880,1135,11448,3823,16131,7902,1163,9976,1373,204,11040,3181,17528,6728,837,8420,1146,https://twitter.com/GautengHealth/status/1323265297630023680,
02-11-2020,20201102,52046,48979,1135,11451,3825,16138,7906,1163,9986,1373,204,11056,3187,17560,6737,838,8450,1151,GDOH Media Release 3 November 2020,
03-11-2020,20201103,52107,49098,1139,11459,3830,16161,7919,1173,9986,1375,204,11082,3194,17594,6753,842,8479,1154,GDOH Media Release 4 November 2020,
04-11-2020,20201104,52214,49121,1142,11482,3840,16187,7935,1173,10019,1375,203,11085,3195,17603,6758,842,8484,1154,GDOH Media Release 5 November 2020,
05-11-2020,20201105,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-5-nov-2020,No GDOH Release due to data  harmonisation
06-11-2020,20201106,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-6-nov-2020,No GDOH Release due to data  harmonisation
07-11-2020,20201107,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-7-nov-2020/,No GDOH Release due to data  harmonisation
08-11-2021,20201108,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-8-nov-2020/,No GDOH Release due to data  harmonisation
09-11-2020,20201109,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-9-nov-2020/,No GDOH Release due to data  harmonisation
10-11-2020,20201110,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-10-nov-2020/,No GDOH Release due to data  harmonisation
11-11-2020,20201111,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-11-nov-2020/,No GDOH Release
12-11-2020,20201112,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-12-nov-2020/,No GDOH Release
13-11-2020,20201113,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-13-nov-2020/,No GDOH Release
14-11-2020,20201114,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-14-nov-2020/,No GDOH Release
15-11-2020,20201115,,,,,,,,,,,,,,,,,,,,No GDOH Release
16-11-2020,20201116,,,,,,,,,,,,,,,,,,,,No GDOH Release
17-11-2020,20201117,,,,,,,,,,,,,,,,,,,,No GDOH Release
18-11-2020,20201118,,,,,,,,,,,,,,,,,,,,No GDOH Release
19-11-2020,20201119,52586,50819,1168,,,,,,,,,,,,,,,,https://twitter.com/GautengHealth/status/1331479716696649729/,Partial data release only
20-11-2020,20201120,,,,,,,,,,,,,,,,,,,,No GDOH Release
21-11-2020,20201121,,,,,,,,,,,,,,,,,,,,No GDOH Release
22-11-2020,20201122,,,,,,,,,,,,,,,,,,,,No GDOH Release
23-11-2020,20201123,,,,,,,,,,,,,,,,,,,,No GDOH Release
24-11-2020,20201124,,,,,,,,,,,,,,,,,,,,No GDOH Release
25-11-2020,20201125,,,,,,,,,,,,,,,,,,,,No GDOH Release
26-11-2020,20201126,,,,,,,,,,,,,,,,,,,,No GDOH Release
27-11-2020,20201127,,,,,,,,,,,,,,,,,,,,No GDOH Release
28-11-2020,20201128,,,,,,,,,,,,,,,,,,,,No GDOH Release
29-11-2020,20201129,,,,,,,,,,,,,,,,,,,,No GDOH Release
30-11-2020,20201130,,,,,,,,,,,,,,,,,,,,No GDOH Release
01-12-2020,20201201,,,,,,,,,,,,,,,,,,,,No GDOH Release
02-12-2020,20201202,,,,,,,,,,,,,,,,,,,,No GDOH Release
03-12-2020,20201203,,,,,,,,,,,,,,,,,,,,No GDOH Release
04-12-2020,20201204,,,,,,,,,,,,,,,,,,,,No GDOH Release
05-12-2020,20201205,,,,,,,,,,,,,,,,,,,,No GDOH Release
06-12-2020,20201206,,,,,,,,,,,,,,,,,,,,No GDOH Release
07-12-2020,20201207,,,,,,,,,,,,,,,,,,,,No GDOH Release
08-12-2020,20201208,,,,,,,,,,,,,,,,,,,,No GDOH Release
09-12-2020,20201209,,,,,,,,,,,,,,,,,,,,No GDOH Release
10-12-2020,20201210,,,,,,,,,,,,,,,,,,,,No GDOH Release
11-12-2020,20201211,55910,52588,1217,12391,3652,19668,8012,989,9901,1297,0,11650,3353,18736,7508,926,9179,1236,https://twitter.com/GautengHealth/status/1337796837726695424,GDOH Release resumes
12-12-2020,20201212,56294,52733,1223,12459,3683,19769,8080,998,10004,1301,0,11694,3362,18767,7536,929,9208,1237,GDOH Press Releae 13 December,
13-12-2020,20201213,56588,52858,1224,12520,3699,19846,8127,1003,10084,1309,0,11709,3382,18802,7558,930,9239,1237,https://twitter.com/GautengHealth/status/1338506820252553223,Off by one error in Tshwane Recoveries
14-12-2020,20201214,56737,53062,1226,12539,3717,19889,8156,1006,10118,1312,0,11744,3406,18865,7594,937,9274,1242,https://twitter.com/GautengHealth/status/1338835023382933505,
15-12-2020,20201215,57186,53396,1226,12648,3743,20024,8234,1027,10197,1313,0,11825,3433,18963,7645,945,9340,1245,https://twitter.com/GautengHealth/status/1339189660292182016,
16-12-2020,20201216,57718,53389,1231,12770,3786,20138,8352,1045,10311,1316,0,11825,3429,18962,7645,945,9339,1244,https://twitter.com/GautengHealth/status/1339510719818162177,
17-12-2020,20201217,58305,53504,1233,12875,3827,20283,8468,1066,10465,1321,0,11849,3441,18999,7667,945,9358,1245,https://twitter.com/GautengHealth/status/1339960857925660677,
18-12-2020,20201218,58839,53618,1239,12970,3865,20480,8556,1079,10563,1326,0,11866,3444,19032,7697,948,9384,1247,GDOH Media Release 19 December,
19-12-2020,20201219,59530,53893,1247,13113,3946,20629,8701,1095,10710,1336,0,11905,3464,19111,7765,950,9450,1248,https://twitter.com/GautengHealth/status/1340628219859447809,
20-12-2020,20201220,60130,54247,1248,13221,4025,20811,8770,1113,10850,1340,0,11993,3486,19204,7825,959,9530,1250,https://twitter.com/GautengHealth/status/1341063376944939012,
21-12-2020,20201221,60522,54669,1250,13310,4058,20919,8843,1121,10930,1341,0,12084,3517,19309,7915,973,9613,1258,GDOH Media Release 22 December 2020,
22-12-2020,20201222,61084,55043,1270,13473,4121,21054,8932,1131,11032,1341,0,12155,3545,19409,7982,980,9711,1261,GDOH Media Release 21 December 2020,
23-12-2020,20201223,61915,55374,1280,13672,4190,21245,9077,1141,11243,1347,0,12221,3559,19501,8038,987,9797,1271,GDOH Media Release 22 December 2020,
24-12-2020,20201224,62889,55592,1292,13890,4273,21485,9266,1164,11451,1360,0,12263,3579,19560,8075,1004,9837,1274,GDOH Media Release 23 December 2020,
25-12-2020,20201225,64030,55960,1292,14144,4418,21736,9453,1192,11720,1367,0,12346,3599,19677,8147,1010,9906,1275,GDOH Media Release 26 December 2020,
26-12-2020,20201226,64874,56473,1309,14396,4501,21932,9557,1203,11912,1373,0,12463,3637,19782,8265,1028,10020,1278,GDOH Media Release 27 December 2020,
27-12-2020,20201227,65581,57048,1309,14553,4581,22117,9673,1215,12059,1383,0,12566,3678,19921,8379,1049,10173,1282,GDOH Media Release 28 December 2020,
28-12-2020,20201228,66193,57555,1328,14728,4652,22268,9773,1220,12163,1389,0,12652,3711,20113,8465,1061,10266,1287,GDOH Media Release 29 December 2020,
29-12-2020,20201229,66979,58222,1361,14927,4699,22499,9910,1229,12317,1398,0,12796,3791,20253,8606,1077,10402,1297,GDOH Media Release 30 December 2020,
30-12-2020,20201230,68360,58797,1384,15250,4852,22939,10117,1248,12536,1418,0,12902,3864,20430,8671,1094,10534,1302,GDOH Media Release31 December 2020,
31-12-2020,20201231,69781,59201,1407,15719,4979,23275,10323,1279,12760,1446,0,13016,3895,20543,8739,1113,10602,1293,GDOH Media Release 1 January 2021,
01-01-2021,20210101,71379,59723,1444,16166,5118,23686,10532,1302,13116,1459,0,13136,3947,20673,8842,1113,10709,1303,GDOH Media Release 2 January 2021,
02-01-2021,20210102,72902,60480,1475,16691,5239,24094,10698,1341,13341,1498,0,13310,4010,20847,8977,1121,10907,1308,GDOH Media Release 3 January 2021,
03-01-2021,20210103,74023,61411,1513,17046,5374,24352,10819,1356,13566,1510,0,13510,4090,21075,9164,1142,11109,1321,GDOH Media Release 4 January 2021,
04-01-2021,20210104,75192,62651,1532,17365,5548,24642,10942,1375,13800,1520,0,13849,4230,21338,9356,1170,11381,1327,GDOH Media Release 5 January 2021,
05-01-2021,20210105,76421,63518,1549,17645,5638,24971,11151,1399,14073,1544,0,14105,4315,21539,9463,1181,11582,1333,GDOH Media Release 6 January 2021,
06-01-2021,20210106,78263,64129,1617,18077,5757,25514,11451,1438,14448,1578,0,14241,4368,21708,9571,1190,11711,1340,https://twitter.com/GautengHealth/status/1347134687576256512,
07-01-2021,20210107,80099,64703,1661,18664,5936,25936,11694,1485,14784,1600,0,14402,4437,21848,9671,1196,11804,1345,https://twitter.com/GautengHealth/status/1347502071390621700,
08-01-2021,20210108,82137,65498,1693,19113,6112,26612,12038,1527,15099,1636,0,14607,4487,22081,9808,1205,11958,1352,https://twitter.com/GautengHealth/status/1347854800571035648,
09-01-2021,20210109,84146,66754,1747,19547,6315,27206,12377,1554,15465,1682,0,14886,4620,22483,10005,1223,12165,1372,GDOH Media Release 10 January 2021,
10-01-2021,20210110,85819,68140,1748,20083,6450,27608,12620,1595,15766,1697,0,15322,4745,22819,10214,1254,12385,1401,https://twitter.com/GautengHealth/status/1348198152600432643,
11-01-2021,20210111,87277,69683,1748,20498,6594,27973,12813,1641,16016,1742,0,15737,4886,23223,10415,1276,12731,1415,https://twitter.com/GautengHealth/status/1349006151761977352,
12-01-2021,20210112,88437,71094,1835,20856,6665,28199,13030,1669,16238,1780,0,16215,4983,23610,10572,1314,12945,1455,GDOH Media Release 13 January 2020,
13-01-2021,20210113,90103,72155,1935,21244,6815,28707,13226,1695,16592,1824,0,16564,5120,23806,10694,1329,13180,1462,https://twitter.com/GautengHealth/status/1349715260756910083,
14-01-2021,20210114,91482,73315,1983,21552,6965,29088,13467,1724,16839,1847,0,16882,5286,24091,10821,1347,13415,1473,https://twitter.com/GautengHealth/status/1350104394692493316,Apparent discrepancy between provincial and district totals
15-01-2021,20210115,92647,74364,2037,21822,7065,29422,13627,1738,17086,1887,0,17103,5351,24388,11008,1365,13655,1494,https://twitter.com/GautengHealth/status/1350465423976763392,
16-01-2021,20210116,93765,76137,2077,22065,7156,29819,13750,1757,17282,1936,0,17532,5457,24907,11307,1400,14005,1529,GDOH Media Release,
17-01-2021,20210117,94683,77907,2116,22385,7228,29994,13866,1775,17461,1974,0,18079,5630,25325,11543,1446,14333,1551,https://twitter.com/GautengHealth/status/1351162030179426306,
18-01-2021,20210118,95461,79913,2149,22588,7316,30192,13964,1792,17596,2013,0,18521,5803,25998,11881,1488,14635,1587,GDOH Media Release,
19-01-2021,20210119,96143,82154,2153,22797,7385,30371,14062,1804,17704,2020,0,18986,6057,26636,12245,1515,15067,1648,https://twitter.com/GautengHealth/status/1351875748588642304,
20-01-2021,20210120,97484,83871,2191,23125,7484,30767,14245,1830,17951,2082,0,19525,6187,27069,12488,1557,15369,1676,https://twitter.com/GautengHealth/status/1352203793535021058/,
21-01-2021,20210121,98261,85230,2230,23346,7537,30964,14331,1854,18116,2113,0,19914,6343,27394,12668,1601,15603,1707,https://twitter.com/GautengHealth/status/1352554346421121026/,
22-01-2021,20210122,99144,86719,2275,23686,7572,31207,14423,1873,18243,2140,0,20379,6430,27704,12911,1638,15894,1763,https://twitter.com/GautengHealth/status/1353017562792161281,
23-01-2021,20210123,99903,88970,2308,23865,7664,31398,14534,1891,18381,2170,0,20964,6623,28345,13161,1680,16364,1833,https://twitter.com/GautengHealth/status/1353334496922390536,
24-01-2021,20210124,100525,91476,2319,24043,7736,31561,14598,1899,18490,2198,0,21592,6868,28992,13539,1730,16847,1908,https://twitter.com/GautengHealth/status/1353656996478779393,
25-01-2021,20210125,101001,92752,2327,24205,7789,31647,14667,1917,18548,2228,0,21982,6956,29343,13692,1753,17076,1950,https://twitter.com/GautengHealth/status/1354010296390721536,
26-01-2021,20210126,101564,93763,2337,24387,7847,31774,14723,1925,18664,2244,0,22273,7041,29602,13844,1771,17239,1993,https://twitter.com/GautengHealth/status/1354463338831491073,
27-01-2021,20210127,102022,94142,2340,24518,7886,31934,14771,1929,18729,2255,0,22384,7077,29692,13906,1780,17298,2005,https://twitter.com/GautengHealth/status/1354758797382864897,
28-01-2021,20210128,102318,94333,2360,24611,7927,32036,14791,1932,18759,2262,0,22472,7114,29732,13917,1781,17311,2006,https://twitter.com/GautengHealth/status/1355169029493809152/,
29-01-2021,20210129,102417,95336,2438,24673,7953,32032,14783,1937,18770,2269,0,22766,7194,29998,14032,1807,17492,2047,GDOH Media Release 30 January,
30-01-2021,20210130,102707,96235,2465,24742,7972,32140,14806,1944,18823,2280,0,23023,7269,30224,14170,1833,17631,2085,https://twitter.com/GautengHealth/status/1356259319814238210/,
31-01-2021,20210131,103011,96962,2478,24840,8006,32210,14841,1945,18884,2285,0,23204,7342,30447,14249,1848,17757,2115,GDOH Media Release,
01-02-2021,20210201,103188,97690,2486,24904,8024,32252,14863,1948,18906,2291,0,23438,7407,30630,14336,1864,17875,2140,https://twitter.com/GautengHealth/status/1356672642401583106,
02-02-2021,20210202,103348,98267,2509,24942,8041,32298,14888,1950,18936,2293,0,23582,7456,30798,14395,1871,17995,2170,https://twitter.com/GautengHealth/status/1356966385990184965/,
03-02-2021,20210203,103707,98515,2534,24994,8087,32429,14941,1960,18992,2304,0,23630,7489,30864,14433,1880,18042,2177,https://twitter.com/GautengHealth/status/135735293500975513,
04-02-2021,20210204,103932,98649,2539,25051,8108,32496,14963,1963,19037,2314,0,23649,7509,30897,14464,1885,18065,2180,https://twitter.com/GautengHealth/status/1357639628765999104,
05-02-2021,20210205,104179,99183,2552,25102,8133,32552,14992,1966,19106,2328,0,23777,7560,31094,14526,1888,18145,2193,GDOH Media Release 6 February 2021,
06-02-2021,20210206,104409,99631,2557,25187,8157,32594,15028,1975,19137,2331,0,23893,7605,31235,14568,1897,18225,2208,GDOH Media Release 7 February 2021,
07-02-2021,20210207,104600,99971,2566,25247,8168,32629,15053,1984,19175,2344,0,23992,7626,31349,14599,1909,18279,2217,GDOH Media Release 8 February 2021,
08-02-2021,20210208,104706,100262,2579,25282,8187,32651,15064,1988,19188,2346,0,24092,7654,31439,14633,1911,18312,2221,https://twitter.com/GautengHealth/status/1358742885785550850/,
09-02-2021,20210209,104810,100534,2580,25306,8199,32682,15083,1988,19205,2347,0,24164,7677,31504,14671,1916,18372,2230,https://twitter.com/GautengHealth/status/1359106437679636481/,
10-02-2021,20210210,104717,100285,2646,25319,8203,32628,15063,1981,19175,2348,0,24130,7662,31398,14634,1903,18333,2225,https://twitter.com/GautengHealth/status/1359487783946117133,
11-02-2021,20210211,104910,100355,2683,25376,8218,32673,15087,1985,19218,2353,0,24149,7674,31425,14644,1896,18341,2226,https://twitter.com/GautengHealth/status/1359761941414227969,
12-02-2021,20210212,105100,100739,2691,25417,8234,32719,15121,1985,19267,2357,0,24232,7708,31555,14698,1903,18405,2238,https://twitter.com/GautengHealth/status/1360206635453599745/,
13-02-2021,20210213,105234,100761,2701,25448,8247,32749,15141,1989,19300,2360,0,24204,7721,31566,14714,1907,18411,2238,GDOH Media Release14 February 2021,
14-02-2021,20210214,105369,100946,2719,25491,8271,32772,15156,1990,19324,2365,0,24251,7740,31627,14729,1910,18450,2239,GDOH Media Release 15February 2021,
15-02-2021,20210215,105431,101413,2728,25501,8278,32793,15168,1990,19336,2365,0,24394,7785,31718,14784,1918,18548,2266,GDOH Media Release 16 February 2021,
16-02-2021,20210216,105499,101590,2739,25510,8287,32817,15180,1991,19348,2366,0,24441,7801,31758,14811,1925,18580,2274,GDOH Media Release17 February 2021,
17-02-2021,20210217,105663,101677,2741,25556,8296,32869,15204,1994,19371,2373,0,24474,7810,31773,14828,1929,18588,2275,GDOH Media Release 18 February 2021,
18-02-2021,20210218,105808,101733,2755,25593,8309,32911,15227,1997,19396,2375,0,24488,7819,31794,14837,1931,18590,2274,GDOH Media Release 19 February 2021,
19-02-2021,20210219,106064,102009,2765,25636,8321,33055,15248,1999,19427,2378,0,24558,7835,31899,14867,1937,18633,2280,GDOH Media Release 20 February 2021,
20-02-2021,20210220,106218,102214,2775,25677,8334,33103,15260,2004,19457,2383,0,24606,7856,31953,14894,1942,18679,2284,GDOH Media Release 21 February 2021,
21-02-2021,20210221,106295,102371,2791,25700,8341,33122,15272,2006,19468,2386,0,24651,7872,31991,14916,1941,18709,2291,GDOH Media Release 22 February 2021,
22-02-2021,20210222,106392,102546,2792,25729,8355,33136,15293,2007,19486,2386,0,24683,7892,32039,14951,1943,18746,2292,GDOH Media Release 23 February 2021,
23-02-2021,20210223,106457,102659,2817,25744,8360,33158,15305,2009,19495,2386,0,24708,7909,32067,14969,1944,18769,2293,GDOH Media Release 24 February 2021,
24-02-2021,20210224,106598,102711,2821,25789,8371,33192,15326,2012,19518,2390,0,24716,7917,32086,14979,1944,18776,2293,https://twitter.com/GautengHealth/status/1364880587241185282,
25-02-2021,20210225,106716,102753,2825,25814,8386,33221,15341,2015,19548,2391,0,24730,7921,32100,14987,1944,18778,2293,GDOH Media Release,
26-02-2021,20210226,106817,102936,2836,25855,8397,33246,15352,2015,19559,2393,0,24780,7935,32163,15008,1948,18802,2300,GDOH Media Release,
27-02-2021,20210227,106817,103000,2839,25855,8397,33246,15352,2015,19559,2393,0,24793,7933,32195,15021,1950,18806,2302,GDOH Media Release,Number of cases not updated.
28-02-2021,20210228,107032,103238,2850,25897,8421,33333,15372,2017,19597,2395,0,24853,7953,32268,15049,1953,18857,2305,GDOH Media Release,
01-03-2021,20210301,107060,103365,2854,25906,8423,33337,15382,2017,19599,2396,0,24884,7964,32307,15063,1957,18879,2311,GDOH Media Release,
02-03-2021,20210302,107109,103470,2862,25919,8427,33351,15389,2017,19608,2398,0,24907,7974,32346,15079,1960,18891,2313,GDOH Media Release,
03-03-2021,20210303,107212,103613,2870,25955,8434,33370,15405,2019,19631,2398,0,24955,7983,32371,15107,1962,18922,2313,GDOH Media Release,
04-03-2021,20210304,107307,103630,2879,25992,8442,33388,15420,2019,19643,2403,0,24958,7990,32374,15095,1961,18939,2313,GDOH Media Release,
05-03-2021,20210305,107386,103637,2885,26007,8447,33414,15433,2021,19659,2405,0,24990,7982,32366,15106,1963,18917,2313,GDOH Media Release,
06-03-2021,20210306,107449,103717,2896,26034,8456,33418,15439,2021,19675,2406,0,24979,7994,32398,15126,1966,18937,2317,GDOH Media Release,
07-03-2021,20210307,107494,103835,2898,26044,8456,33432,15445,2021,19686,2410,0,25005,8005,32428,15142,1969,18968,2318,GDOH Media Release,
08-03-2021,20210308,107544,103941,2899,26054,8457,33447,15449,2023,19691,2423,0,25045,8015,32449,15153,1969,18978,2332,GDOH Media Release,
09-03-2021,20210309,107621,104034,2909,26068,8461,33466,15470,2023,19710,2423,0,25063,8028,32477,15162,1970,19001,2333,GDOH Media Release,
10-03-2021,20210310,107722,104157,2911,26094,8469,33487,15485,2025,19735,2427,0,25083,8040,32533,15174,1972,19021,2334,GDOH Media Release,
11-03-2021,20210311,107822,104200,2915,26132,8475,33513,15495,2026,19753,2428,0,25101,8043,32540,15185,1972,19024,2335,GDOH Media Release,
12-03-2021,20210312,107936,104317,2918,26137,8484,33579,15506,2027,19769,2434,0,25135,8053,32575,15201,1973,19042,2338,GDOH Media Release,
13-03-2021,20210313,107999,104422,2922,26151,8488,33602,15516,2028,19779,2435,0,25165,8056,32611,15218,1973,19059,2340,GDOH Media Release,
14-03-2021,20210314,108054,104498,2925,26162,8493,33618,15523,2028,19792,2438,0,25184,8064,32631,15228,1974,19075,2342,GDOH Media Release,
15-03-2021,20210315,108109,104575,2928,26171,8493,33638,15527,2028,19805,2447,0,25204,8066,32656,15240,1975,19089,2345,GDOH Media Release,
16-03-2021,20210316,108188,104659,2932,26190,8496,33662,15545,2028,19818,2449,0,25221,8074,32682,15251,1975,19108,2348,GDOH Media Release,
17-03-2021,20210317,108250,104702,2933,26204,8498,33679,15552,2028,19836,2453,0,25225,8076,32703,15256,1977,19114,2351,GDOH Media Release,
18-03-2021,20210318,108326,104740,2937,26222,8504,33702,15563,2030,19846,2459,0,25235,8076,32712,15265,1977,19124,2351,GDOH Media Release,
19-03-2021,20210319,108392,104854,2940,26232,8508,33724,15575,2030,19857,2466,0,25264,8083,32742,15283,1978,19150,2354,GDOH Media Release,
19-03-2021,20210319,108392,104854,2940,26232,8508,33724,15575,2030,19857,2466,0,25264,8083,32742,15283,1978,19150,2354,GDOH Media Release,
20-03-2021,20210320,108467,104961,2945,26249,8517,33742,15585,2031,19871,2472,0,25293,8087,32773,15299,1979,19172,2358,GDOH Media Release,
21-03-2021,20210321,108537,105038,2946,26271,8519,33754,15598,2031,19879,2485,0,25315,8093,32798,15304,1979,19188,2361,GDOH Media Release,
22-03-2021,20210322,108587,105117,2950,26285,8521,33762,15605,2034,19891,2489,0,25329,8103,32826,15312,1980,19203,2364,GDOH Media Release,
23-03-2021,20210323,108614,105181,2951,26293,8523,33765,15611,2034,19899,2489,0,25342,8106,32843,15319,1981,19221,2369,GDOH Media Release,
24-03-2021,20210324,108691,105210,2953,26311,8529,33791,15624,2035,19910,2491,0,25347,8106,32855,15322,1982,19227,2371,GDOH Media Release,
25-03-2021,20210325,108813,105244,2953,26335,8536,33826,15644,2038,19929,2505,0,25359,8107,32865,15327,1982,19233,2371,GDOH Media Release,
26-03-2021,20210326,108934,105345,2954,26354,8547,33863,15674,2041,19945,2510,0,25376,8112,32893,15351,1982,19252,2379,GDOH Media Release,
27-03-2021,20210327,109018,105419,2957,26364,8559,33891,15686,2042,19963,2513,0,25385,8118,32915,15364,1984,19264,2389,GDOH Media Release,
28-03-2021,20210328,109080,105488,2959,26373,8561,33919,15696,2043,19974,2514,0,25396,8128,32932,15372,1984,19277,2399,GDOH Media Release,
29-03-2021,20210329,109112,105526,2967,26381,8565,33930,15701,2043,19977,2515,0,25409,8128,32939,15378,1985,19285,2402,GDOH Media Release,
30-03-2021,20210330,109173,105581,2976,26386,8575,33953,15712,2044,19986,2517,0,25425,8132,32951,15384,1988,19293,2408,GDOH Media Release,
31-03-2021,20210331,109278,105613,2982,26393,8582,34012,15724,2048,20002,2517,0,25439,8133,32958,15395,1987,19292,2409,GDOH Media Release,
01-04-2021,20210401,109353,105647,2986,26410,8589,34037,15735,2050,20013,2519,0,25455,8134,32960,15401,1987,19300,2410,GDOH Media Release,
02-04-2021,20210402,109491,105705,2990,26425,8597,34125,15751,2051,20021,2521,0,25464,8137,32988,15408,1987,19311,2410,GDOH Media Release,
03-04-2021,20210403,109565,105832,2990,26435,8609,34155,15759,2051,20033,2523,0,25490,8144,33024,15430,1988,19329,2427,GDOH Media Release,
