hospital_id,Hospitalital_name,longitude,latitude,province
825,Netcare C Barnard Hospital,18.41816,-33.9217,ZA-WC
826,Netcare UCT Prv Hospital,18.462548,-33.942,ZA-WC
828,NHN Icare Century City DH,18.512787,-33.8876,ZA-WC
829,Shirnell Clinic Hospital,18.44249,-33.9157,ZA-WC
832,Wesfleur Clinic Hospital,18.49505,-33.5649,ZA-WC
835,Gatesv Med Centre Hospital,18.53346,-33.9709,ZA-WC
837,Melomed Gatesville Hospital,18.532997,-33.9704,ZA-WC
839,Melomed Mitchells Plain Hospital,18.621214,-34.0494,ZA-WC
841,M Plain Med Centre Hospital,18.59641,-34.0082,ZA-WC
842,M Plain Hospital,18.6157,-34.0262,ZA-WC
843,Aevitas Hospital,18.49029,-33.9435,ZA-WC
844,Bellville Med Hospital,18.62955,-33.9025,ZA-WC
845,Cape Eye Hospital,18.60901,-33.8996,ZA-WC
847,Libertas Hospital,18.5418,-33.9121,ZA-WC
848,Mediclinic Louis Leipoldt Hospital,18.612936,-33.901,ZA-WC
849,Melomed Bellville Hospital,18.623831,-33.9018,ZA-WC
850,Netcare N1 City Hospital,18.559056,-33.8936,ZA-WC
851,Origin Maternity Hospital,18.575914,-33.875782,ZA-WC
855,Mediclinic Plett Bay Hospital,23.364999,-34.0529,ZA-WC
858,Mediclinic Geneva Hospital,22.452171,-33.9563,ZA-WC
859,Mediclinic George Hospital,22.456439,-33.9573,ZA-WC
864,Life Knysna Pvt Hospital,23.078486,-34.0521,ZA-WC
865,Meyer Zall Hospital,23.02,-34.02,ZA-WC
866,Life Bay View Pvt Hospital,22.130775,-34.1813,ZA-WC
868,Cango Hospital,22.202562,-33.5906,ZA-WC
869,Mediclinic K Karoo Hospital,22.185728,-33.5859,ZA-WC
870,NHN Kango Clinic,22.201612,-33.591,ZA-WC
874,Mediclinic Hermanus Hospital,19.226345,-34.4229,ZA-WC
882,Life West Coast Prv Hospital,17.990553,-32.9118,ZA-WC
